SpecID,Binomial
AMNH_161526,Chlorotalpa_duthiae
AMNH_212938,Hemicentetes_semispinosus
AMNH_275041,Microgale_soricoides
FMNH_176204,Geogale_aurita
MCZ_18133,Scapanus_townsendii
MCZ_34970,Chimarrogale_himalayica
MCZ_46274,Geogale_aurita
MCZ_5187,Hemiechinus_auritus
SI_154988,Microgale_dobsoni
SI_294497,Setifer_setosus
SI_328690,Microgale_pusilla
SI_341624,Tenrec_ecaudatus
SI_351955,Calcochloris_obtusirostris
SI_395676,Geogale_aurita
SI_578784,Microgale_parvula
