ID,Image,SpecID,Skull,Order_05,Suborder_05,Family_05,Subfamily_05,Genus_05,Species_05,Subspecies_05,Binomial_05,Trinomial_05
175,'NHML_74.668_cr_lt_1A_01_13.TIF',NHML_74.668,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochlorinae,Chrysochloris,sp.,,Chrysochloris_sp.,
176,'NHML_75.2223_cr_lt_1A_01_13.TIF',NHML_75.2223,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,cowani,,Microgale_cowani,
177,'NHML_82.3.1.11_cr_lt_left_2A_01_13_flipped.tif',NHML_82.3.1.11,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Hemicentetes,nigriceps,,Hemicentetes_nigriceps,
178,'NHML_98.2.2.8_cr_lt_1A_01_13.TIF',NHML_98.2.2.8,Y,Soricomorpha,,Talpidae,Talpinae,Talpa,occidentalis,,Talpa_occidentalis,
179,'SI_081981_cr_lt_1A_11_04_2013.TIF',SI_081981,Y,Soricomorpha,,Talpidae,Talpinae,Neurotrichus,gibbsii,gibbsii,Neurotrichus_gibbsii,Neurotrichus_gibbsii_gibbsii
180,'SI_081984_cr_lt_1A_11_04_2013.TIF',SI_081984,Y,Soricomorpha,,Talpidae,Talpinae,Neurotrichus,gibbsii,gibbsii,Neurotrichus_gibbsii,Neurotrichus_gibbsii_gibbsii
181,'SI_081985_cr_lt_1A_11_04_2013.TIF',SI_081985,Y,Soricomorpha,,Talpidae,Talpinae,Neurotrichus,gibbsii,gibbsii,Neurotrichus_gibbsii,Neurotrichus_gibbsii_gibbsii
182,'SI_083658_cr_lt_1A_29_03_2013.TIF',SI_083658,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Hemicentetes,semispinosus,,Hemicentetes_semispinosus,
183,'SI_111038_cr_lt_1A_19_04_2013.TIF',SI_111038,Y,Soricomorpha,,Soricidae,Soricinae,Blarina,brevicauda,,Blarina_brevicauda,
184,'SI_112924_cr_lt_1A_09_04_2013.TIF',SI_112924,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,alpinus,,Sorex_alpinus,
185,'SI_112929_cr_lt_1A_09_04_2013.TIF',SI_112929,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,alpinus,,Sorex_alpinus,
186,'SI_112932_cr_lt_1A_09_04_2013.TIF',SI_112932,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,alpinus,,Sorex_alpinus,
187,'SI_114127_cr_lt_1A_18_04_2013.TIF',SI_114127,Y,Soricomorpha,,Talpidae,Talpinae,Urotrichus,talpoides,,Urotrichus_talpoides,
188,'SI_115274_cr_lt_1A_16_04_2013.TIF',SI_115274,Y,Soricomorpha,,Talpidae,Talpinae,Talpa,caeca,caeca,Talpa_caeca,Talpa_caeca_caeca
189,'SI_121210_cr_lt_1A_16_04_2013.TIF',SI_121210,Y,Soricomorpha,,Talpidae,Talpinae,Talpa,caeca,caeca,Talpa_caeca,Talpa_caeca_caeca
190,'SI_121215_cr_lt_1A_16_04_2013.TIF',SI_121215,Y,Soricomorpha,,Talpidae,Talpinae,Talpa,caeca,caeca,Talpa_caeca,Talpca_caeca_caeca
191,'SI_131009_cr_lt_1A_09_04_2013.TIF',SI_131009,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,cinereus,cinereus,Sorex_cinereus,Sorex_cinereus_cinereus
192,'SI_131010_cr_lt_1A_09_04_2013.TIF',SI_131010,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,cinereus,cinereus,Sorex_cinereus,Sorex_cinereus_cinereus
193,'SI_131016_cr_lt_1A_09_04_2013.TIF',SI_131016,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,cinereus,cinereus,Sorex_cinereus,Sorex_cinereus_cinereus
194,'SI_135614_cr_lt_1A_19_04_2013.TIF',SI_135614,Y,Soricomorpha,,Soricidae,Soricinae,Blarina,brevicauda,talpoides,Blarina_brevicauda,Blarina_brevicauda_talpoides
195,'SI_135621_cr_lt_1A_19_04_2013.TIF',SI_135621,Y,Soricomorpha,,Soricidae,Soricinae,Blarina,brevicauda,talpoides,Blarina_brevicauda,Blarina_brevicauda_talpoides
196,'SI_152328_cr_lt_1A_18_04_2013.TIF',SI_152328,Y,Soricomorpha,,Talpidae,Talpinae,Talpa,europaea,europaea,Talpa_europaea,Talpa_europaea_europaea
197,'SI_152330_cr_lt_1A_18_04_2013.TIF',SI_152330,Y,Soricomorpha,,Talpidae,Talpinae,Talpa,europaea,europaea,Talpa_europaea,Talpa_europaea_europaea
198,'SI_152369_cr_lt_1A_18_04_2013.TIF',SI_152369,Y,Soricomorpha,,Talpidae,Talpinae,Talpa,europaea,europaea,Talpa_europaea,Talpa_europaea_europaea
199,'SI_152522_cr-lt_1A_09_04_2013.TIF',SI_152522,Y,Soricomorpha,,Talpidae,Talpinae,Galemys,pyrenaicus,,Galemys_pyrenaicus,
200,'SI_154988_cr_lt_1A_03_04_2013.TIF',SI_154988,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,dobsoni,,Microgale_dobsoni,
201,'SI_154989_cr_lt_1A_26_03_2013.TIF',SI_154989,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Oryzorictes,tetradactylus,,Oryzorictes_tetradactylus,
202,'SI_168479_cr_lt_1A_11_04_2013.TIF',SI_168479,Y,Soricomorpha,,Talpidae,Scalopinae,Scalopus,aquaticus,aereus,Scalopus_aquaticus,Scalopus_aquaticus_aereus
203,'SI_169228_cr_lt_1A_11_04_2013.TIF',SI_169228,Y,Soricomorpha,,Talpidae,Scalopinae,Scalopus,aquaticus,aereus,Scalopus_aquaticus,Scalopus_aquaticus_aereus
204,'SI_170587_cr_lt_1A_11_04_2013.TIF',SI_170587,Y,Soricomorpha,,Talpidae,Scalopinae,Scalopus,aquaticus,aereus,Scalopus_aquaticus,Scalopus_aquaticus_aereus
205,'SI_182583_cr_lt_1A_16_04_2013.TIF',SI_182583,Y,Soricomorpha,,Soricidae,Myosoricinae,Surdisorex,norae,,Surdisorex_norae,
206,'SI_186672_cr_lt_1A_09_04_2013.TIF',SI_186672,Y,Soricomorpha,,Talpidae,Talpinae,Galemys,pyrenaicus,pyrenaicus,Galemys_pyrenaicus,Galemys_pyrenaicus_pyrenaicus
207,'SI_221420_cr_lt_1A_28_03_2013.TIF',SI_221420,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochlorinae,Chlorotalpa,duthieae,,Chlorotalpa_duthieae,
208,'SI_254812_cr_lt_1A_16_04_2013.TIF',SI_254812,Y,Soricomorpha,,Soricidae,Soricinae,Nectogale,elegans,,Nectogale_elegans,
209,'SI_259351_cr_lt_1A_16_04_2013.TIF',SI_259351,Y,Soricomorpha,,Soricidae,Soricinae,Anourosorex,squamipes,,Anourosorex_squamipes,
210,'SI_259356_cr_lt_1A_16_04_2013.TIF',SI_259356,Y,Soricomorpha,,Soricidae,Soricinae,Anourosorex,squamipes,,Anourosorex_squamipes,
211,'SI_260640_cr_lt_1A_28_03_2013.TIF',SI_260640,Y,Erinaceomorpha,,Erinaceidae,Galericinae,Hylomys,suillus,,Hylomys_suillus,
212,'SI_261041_cr_lt_1A_16_04_2013.TIF',SI_261041,Y,Soricomorpha,,Soricidae,Soricinae,Anourosorex,yamashinai,,Anourosorex_yamashinai,
213,'SI_261090_cr_lt_1A_11_04_2013.TIF',SI_261090,Y,Soricomorpha,,Talpidae,Talpinae,Euroscaptor,klossi,,Euroscaptor_klossi,
214,'SI_266897_cr_lt_1A_05_04_2013.TIF',SI_266897,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Potamogalinae,Potamogale,velox,,Potamogale_velox,
215,'SI_267653_cr_lt_1A_28_03_2013.TIF',SI_267653,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Atelerix,frontalis,,Atelerix_frontalis,
216,'SI_270539_cr_lt_1A_08_04_2013.TIF',SI_270539,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Mesechinus,dauuricus,,Mesechinus_dauuricus,
217,'SI_270540_cr_lt_1A_08_04_2013.TIF',SI_270540,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Mesechinus,dauuricus,,Mesechinus_dauuricus,
218,'SI_270541_cr_lt_1A_05_04_2013.TIF',SI_270541,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Erinaceus,amurensis,,Erinaceus_amurensis,
219,'SI_270542_cr_lt_1A_05_04_2013.TIF',SI_270542,Y,Erinaceomorpha,,Erinaceidae,Erinacinae,Erinaceus,amurensis,,Erinaceus_amurensis,
220,'SI_290520_cr_lt_1A_01_04_2013.TIF',SI_290520,Y,Soricomorpha,,Solenodontidae,,Solenodon,paradoxus,,Solenodon_paradoxus,
221,'SI_291735_cr_lt_1A_18_04_2013.TIF',SI_291735,Y,Soricomorpha,,Talpidae,Talpinae,Urotrichus,talpoides,,Urotrichus_talpoides,
222,'SI_294497_cr_lt_1A_01_04_2013.TIF',SI_294497,Y,Afrosoricida,,Tenrecidae,Tenrecinae,Setifer,setosus,,Setifer_setosus,
223,'SI_294504_cr_lt_1A_29_03_2013.TIF',SI_294504,Y,Afrosoricida,,Tenrecidae,Tenrecinae,Hemicentetes,semispinosus,,Hemicentetes_semispinosus,
224,'SI_294507_cr_lt_1A_29_03_2013.TIF',SI_294507,Y,Afrosoricida,,Tenrecidae,Tenrecinae,Hemicentetes,nigriceps,,Hemicentetes_nigriceps,
225,'SI_294508_cr_lt_1A_29_03_2013.TIF',SI_294508,Y,Afrosoricida,,Tenrecidae,Tenrecinae,Hemicentetes,nigriceps,,Hemicentetes_nigriceps,
226,'SI_294510_cr_lt_1A_29_03_2013.TIF',SI_294510,Y,Afrosoricida,,Tenrecidae,Tenrecinae,Hemicentetes,nigriceps,,Hemicentetes_nigriceps,
227,'SI_294511_cr_lt_1A_29_03_2013.TIF',SI_294511,Y,Afrosoricida,,Tenrecidae,Tenrecinae,Hemicentetes,nigriceps,,Hemicentetes_nigriceps,
228,'SI_294520_cr_lt_1A_03_04_2013.TIF',SI_294520,Y,Afrosoricida,,Tenrecidae,Oryzorictinae,Microgale,dobsoni,,Microgale_dobsoni,
229,'SI_299278_cr_lt_1A_18_04_2013.TIF',SI_299278,Y,Soricomorpha,,Talpidae,Talpinae,Urotrichus,talpoides,hondoensis,Urotrichus_talpoides,Urotrichus_talpoides_hondoensis
230,'SI_300009_cr_lt_1A_28_03_2013.TIF',SI_300009,Y,Erinaceomorpha,,Erinaceidae,Galericinae,Hylomys,suillus,,Hylomys_suillus,
231,'SI_300010_cr_lt_1A_28_03_2013.TIF',SI_300010,Y,Erinaceomorpha,,Erinaceidae,Galericinae,Hylomys,suillus,,Hylomys_suillus,
232,'SI_300634_cr_lt_1A_01_04_2013.TIF',SI_300634,Y,Soricomorpha,,Solenodontidae,,Solenodon,cubanus,,Solenodon_cubanus,
233,'SI_307652_cr_lt_1A_28_03_2013.TIF',SI_307652,Y,Erinaceomorpha,,Erinaceidae,Galericinae,Hylomys,suillus,,Hylomys_suillus,
234,'SI_320499_cr_lt_1A_28_03_2013.TIF',SI_320499,Y,Erinaceomorpha,,Erinaceidae,Galericinae,Hylomys,suillus,,Hylomys_suillus,
235,'SI_320531_cr_lt_1A_11_04_2013.TIF',SI_320531,Y,Soricomorpha,,Talpidae,Talpinae,Euroscaptor,klossi,,Euroscaptor_klossi,
236,'SI_320532_cr_lt_1A_11_04_2013.TIF',SI_320532,Y,Soricomorpha,,Talpidae,Talpinae,Euroscaptor,klossi,,Euroscaptor_klossi,
237,'SI_326693_cr_lt_1A_19_04_2013.TIF',SI_326693,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Hemiechinus,auritus,,Hemiechinus_auritus,
238,'SI_327190_cr_lt_1A_05_04_2013.TIF',SI_327190,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Erinaceus,concolor,,Erinaceus_concolor,
239,'SI_327893_cr_lt_1A_11_04_2013.TIF',SI_327893,Y,Erinaceomorpha,,Talpidae,Scalopinae,Condylura,cristata,,Condylura_cristata,
240,'SI_327911_cr_lt_1A_19_04_2013.TIF',SI_327911,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Hemiechinus,auritus,,Hemiechinus_auritus,
241,'SI_327912_cr_lt_1A_19_04_2013.TIF',SI_327912,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Hemiechinus,auritus,,Hemiechinus_auritus,
242,'SI_328604_cr_lt_1A_01_04_2013.TIF',SI_328604,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Setifer,setosus,,Setifer_setosus,
243,'SI_328605_cr_lt_1A_01_04_2013.TIF',SI_328605,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Setifer,setosus,,Setifer_setosus,
244,'SI_328614_cr_lt_1A_01_04_2013.TIF',SI_328614,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Setifer,setosus,,Setifer_setosus,
245,'SI_328616_cr_lt_1A_01_04_2013.TIF',SI_328616,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Echinops,telfairi,,Echinops_telfairi,
246,'SI_328619_cr_lt_1A_01_04_2013.TIF',SI_328619,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Echinops,telfairi,,Echinops_telfairi,
247,'SI_328622_cr_lt_1A_01_04_2013.TIF',SI_328622,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Echinops,telfairi,,Echinops_telfairi,
248,'SI_328624_cr_lt_1A_01_04_2013.TIF',SI_328624,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Echinops,telfairi,,Echinops_telfairi,
249,'SI_328653_cr_lt_1A_03_04_2013.TIF',SI_328653,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,cowani,,Microgale_cowani,
250,'SI_328662_cr_lt_1A_03_04_2013.TIF',SI_328662,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,cowani,,Microgale_cowani,
251,'SI_328667_cr_lt_1A_03_04_2013.TIF',SI_328667,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,cowani,,Microgale_cowani,
252,'SI_328669_cr_lt_1A_03_04_2013.TIF',SI_328669,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,cowani,,Microgale_cowani,
253,'SI_328670_cr_lt_1A_03_04_2013.TIF',SI_328670,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,cowani,,Microgale_cowani,
254,'SI_328688_cr_lt_1A_26_03_2013.TIF',SI_328688,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,pusilla,,Microgale_pusilla,
255,'SI_328689_cr_lt_1A_26_03_2013.TIF',SI_328689,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,pusilla,,Microgale_pusilla,
256,'SI_328690_cr_lt_left_1A_26_03_2013_flipped.tif',SI_328690,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,pusilla,,Microgale_pusilla,
257,'SI_328695_cr_lt_1A_03_04_2013.TIF',SI_328695,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,dobsoni,,Microgale_dobsoni,
258,'SI_328697_cr_lt_1A_19_04_2013.TIF',SI_328697,Y,Soricomorpha,,Soricidae,Crocidurinae,Suncus,murinus,,Suncus_murinus,
259,'SI_328698_cr_lt_1A_19_04_2013.TIF',SI_328698,Y,Soricomorpha,,Soricidae,Crocidurinae,Suncus,murinus,,Suncus_murinus,
260,'SI_328700_cr_lt_1A_19_04_2013.TIF',SI_328700,Y,Soricomorpha,,Soricidae,Crocidurinae,Suncus,murinus,,Suncus_murinus,
261,'SI_330033_cr_lt_1A_11_04_2013.TIF',SI_330033,Y,Soricomorpha,,Talpidae,Talpinae,Mogera,insularis,,Mogera_insularis,
262,'SI_330034_cr_lt_1A_11_04_2013.TIF',SI_330034,Y,Soricomorpha,,Talpidae,Talpinae,Mogera,insularis,,Mogera_insularis,
263,'SI_330036_cr_lt_1A_11_04_2013.TIF',SI_330036,Y,Soricomorpha,,Talpidae,Talpinae,Mogera,insularis,,Mogera_insularis,
264,'SI_332828_cr_lt_1A_16_04_2013.TIF',SI_332828,Y,Soricomorpha,,Soricidae,Soricinae,Anourosorex,yamashinai,,Anourosorex_yamashinai,
265,'SI_335923_cr_lt_1A_18_04_2013.TIF',SI_335923,Y,Soricomorpha,,Soricidae,Soricinae,Cryptotis,parva,parva,Cryptotis_parva,Cryptotis_parva_parva
266,'SI_341621_cr_lt_1A_05_04_2013.TIF',SI_341621,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Tenrec,ecaudatus,,Tenrec_ecaudatus,
267,'SI_341624_cr_lt_1A_05_04_2013.TIF',SI_341624,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Tenrec,ecaudatus,,Tenrec_ecaudatus,
268,'SI_341661_cr_lt_1A_05_04_2013.TIF',SI_341661,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Hemicentetes,semispinosus,,Hemicentetes_semispinosus,
269,'SI_341688_cr_lt_1A_05_04_2013.TIF',SI_341688,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Hemicentetes,semispinosus,,Hemicentetes_semispinosus,
270,'SI_341689_cr_lt_1A_05_04_2013.TIF',SI_341689,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Hemicentetes,semispinosus,,Hemicentetes_semispinosus,
271,'SI_347688_cr_lt_1A_18_04_2013.TIF',SI_347688,Y,Soricomorpha,,Soricidae,Soricinae,Cryptotis,parva,parva,Cryptotis_parva,Cryptotis_parva_parva
272,'SI_348292_cr_lt_1A_18_04_2013.TIF',SI_348292,Y,Soricomorpha,,Soricidae,Soricinae,Cryptotis,parva,parva,Cryptotis_parva,Cryptotis_parva_parva
273,'SI_351334_cr_lt_1A_28_03_2013.TIF',SI_351334,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Amblysominae,Calcochloris,obtusirostris,,Calcochloris_obtusirostris,
274,'SI_351335_cr_lt_1A_28_03_2013.TIF',SI_351335,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Amblysominae,Calcochloris,obtusirostris,,Calcochloris_obtusirostris,
275,'SI_351336_cr_lt_1A_28_03_2013.TIF',SI_351336,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochlorinae,Chrysospalax,villosus,,Chrysospalax_villosus,
276,'SI_351955_cr_lt_1A_28_03_2013.TIF',SI_351955,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Amblysominae,Calcochloris,obtusirostris,,Calcochloris_obtusirostris,
277,'SI_358133_cr_lt_1A_16_04_2013.TIF',SI_358133,Y,Soricomorpha,,Soricidae,Soricinae,Anourosorex,yamashinai,,Anourosorex_yamashinai,
278,'SI_361482_cr_lt_1A_17_04_2013.TIF',SI_361482,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Tenrec,ecaudatus,,Tenrec_ecaudatus,
279,'SI_365001_cr_lt_1A_28_03_2013.TIF',SI_365001,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochlorinae,Carpitalpa,arendsi,,Carpitalpa_arendsi,
280,'SI_368925_cr_lt_1A_11_04_2013.TIF',SI_368925,Y,Soricomorpha,,Talpidae,Scalopinae,Condylura,cristata,cristata,Condylura_cristata,Condylura_cristata_cristata
281,'SI_369533_cr_lt_1A_05_04_2013.TIF',SI_369533,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Erinaceus,concolor,,Erinaceus_concolor,
282,'SI_37464_cr_lt_1A_05_04_2013.TIF',SI_37464,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Erinaceus,concolor,,Erinaceus_concolor,
283,'SI_380484_cr_lt_1A_28_03_2013.TIF',SI_380484,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Amblysominae,Amblysomus,hottentotus,,Amblysomus_hottentotus,
284,'SI_380485_cr_lt_1A_28_03_2013.TIF',SI_380485,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Amblysominae,Amblysomus,hottentotus,,Amblysomus_hottentotus,
285,'SI_380487_cr_lt_1A_28_03_2013.TIF',SI_380487,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Atelerix,frontalis,,Atelerix_frontalis,
286,'SI_381488_cr_lt_1A_28_03_2013.TIF',SI_381488,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Amblysominae,Amblysomus,hottentotus,,Amblysomus_hottentotus,
287,'SI_395697_cr_lt_1A_01_04_2013.TIF',SI_395697,Y,Soricomorpha,,Solenodontidae,,Solenodon,paradoxus,,Solenodon_paradoxus,
288,'SI_395819_cr_lt_1A_01_04_2013.TIF',SI_395819,Y,Soricomorpha,,Solenodontidae,,Solenodon,paradoxus,,Solenodon_paradoxus,
289,'SI_449155_cr_lt_1A_16_04_2013.TIF',SI_449155,Y,Soricomorpha,,Soricidae,Soricinae,Nectogale,elegans,,Nectogale_elegans,
290,'SI_449177_cr_lt_left_1A_03_04_2013_flipped.tif',SI_449177,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,taiva,,Microgale_taiva,
291,'SI_449179_cr_lt_1A_26_03_2013.TIF',SI_449179,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,gracilis,,Microgale_gracilis,
292,'SI_449192_cr_lt_1A_03_04_2013.TIF',SI_449192,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,dobsoni,,Microgale_dobsoni,
293,'SI_468211_cr_lt_1A_28_03_2013.TIF',SI_468211,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Atelerix,frontalis,,Atelerix_frontalis,
294,'SI_468315_cr_lt_1A_03_04_2013.TIF',SI_468315,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochlorinae,Chrysochloris,asiatica,,Chrysochloris_asiatica,
295,'SI_468316_cr_lt_1A_03_04_2013.TIF',SI_468316,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochlorinae,Chrysochloris,asiatica,,Chrysochloris_asiatica,
296,'SI_468317_cr_lt_1A_03_04_2013.TIF',SI_468317,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochlorinae,Chrysochloris,asiatica,,Chrysochloris_asiatica,
297,'SI_468318_cr_lt_1A_03_04_2013.TIF',SI_468318,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochlorinae,Eremitalpa,granti,,Eremitalpa_granti,
298,'SI_468319_cr_lt_1A_28_03_2013.TIF',SI_468319,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochlorinae,Cryptochloris,wintoni,,Cryptochloris_wintoni,
299,'SI_470211_cr_lt_1A_28_03_2013.TIF',SI_470211,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Amblysominae,Calcochloris,obtusirostris,,Calcochloris_obtusirostris,
300,'SI_470563_cr_lt_1A_26_03_2013.TIF',SI_470563,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Paraechinus,aethiopicus,deserti,Paraechinus_aethiopicus,
301,'SI_470564_cr_lt_1A_26_03_2013.TIF',SI_470564,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Paraechinus,aethiopicus,deserti,Paraechinus_aethiopicus,
302,'SI_470565_cr_lt_1A_26_03_2013.TIF',SI_470565,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Paraechinus,aethiopicus,deserti,Paraechinus_aethiopicus,
303,'SI_470566_cr_lt_1A_26_03_2013.TIF',SI_470566,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Paraechinus,aethiopicus,deserti,Paraechinus_aethiopicus,
304,'SI_470568_cr_lt_1A_26_03_2013.TIF',SI_470568,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Paraechinus,aethiopicus,deserti,Paraechinus_aethiopicus,
305,'SI_470571_cr_lt_1A_28_03_2013.TIF',SI_470571,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Atelerix,algirus,,Atelerix_algirus,
306,'SI_470572_cr_lt_1A_28_03_2013.TIF',SI_470572,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Atelerix,algirus,,Atelerix_algirus,
307,'SI_470573_cr_lt_1A_28_03_2013.TIF',SI_470573,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Atelerix,algirus,,Atelerix_algirus,
308,'SI_470574_cr_lt_1A_28_03_2013.TIF',SI_470574,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Atelerix,algirus,,Atelerix_algirus,
309,'SI_487894_cr_lt_1A_08_04_2013.TIF',SI_487894,Y,Erinaceomorpha,,Erinaceidae,Galericinae,Echinosorex,gymnura,,Echinosorex_gymnura,
310,'SI_487899_cr_lt_1A_08_04_2013.TIF',SI_487899,Y,Erinaceomorpha,,Erinaceidae,Galericinae,Echinosorex,gymnura,,Echinosorex_gymnura,
311,'SI_537651_cr_lt_1A_05_04_2013.TIF',SI_537651,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Potamogalinae,Potamogale,velox,,Potamogale_velox,
312,'SI_574295_cr_lt_1A_16_04_2013.TIF',SI_574295,Y,Soricomorpha,,Soricidae,Soricinae,Anourosorex,squamipes,,Anourosorex_squamipes,
313,'SI_574296_cr_lt_1A_16_04_2013.TIF',SI_574296,Y,Soricomorpha,,Soricidae,Soricinae,Nectogale,elegans,,Nectogale_elegans,
314,'SI_574298_cr_lt_1A_16_04_2013.TIF',SI_574298,Y,Soricomorpha,,Talpidae,Uropsilinae,Uropsilus,soricipes,,Uropsilus_soricipes,
315,'SI_574301_cr_lt_1A_16_04_2013.TIF',SI_574301,Y,Soricomorpha,,Talpidae,Uropsilinae,Uropsilus,soricipes,,Uropsilus_soricipes,
316,'SI_574302_cr_lt_1A_16_04_2013.TIF',SI_574302,Y,Soricomorpha,,Talpidae,Uropsilinae,Uropsilus,soricipes,,Uropsilus_soricipes,
317,'SI_577052_cr-lt_1A_26_03_2013.TIF',SI_577052,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Oryzorictes,hova,,Oryzorictes_hova,
318,'SI_577055_cr_lt_1A_03_04_2013.TIF',SI_577055,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,talazaci,,Microgale_talazaci,
319,'SI_578746_cr_lt_1A_03_04_2013.TIF',SI_578746,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,talazaci,,Microgale_talazaci,
320,'SI_578747_cr_lt_1A_03_04_2013.TIF',SI_578747,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,talazaci,,Microgale_talazaci,
321,'SI_578749_cr_lt_1A_03_04_2013.TIF',SI_578749,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,dobsoni,,Microgale_dobsoni,
322,'SI_578753_cr_lt_1A_26_03_2013.TIF',SI_578753,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,principula,,Microgale_principula,
323,'SI_578756_cr_lt_1A_26_03_2013.TIF',SI_578756,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,principula,,Microgale_principula,
