ID,Image,SpecID,Skull,Order_05,Family_05,Genus_05,Subgenus_05,Species_05,Subspecies_05,Binomial_05,Trinomial_05
186,'SI_328614_ma_1A_01_04_2013.TIF',SI_328614,Y,Afrosoricida,Tenrecidae,Setifer,,setosus,,Setifer_setosus,
187,'SI_328616_ma_1A_01_04_2013.TIF',SI_328616,Y,Afrosoricida,Tenrecidae,Echinops,,telfairi,,Echinops_telfairi,
188,'SI_328619_ma_1A_01_04_2013.TIF',SI_328619,Y,Afrosoricida,Tenrecidae,Echinops,,telfairi,,Echinops_telfairi,
189,'SI_328622_ma_1A_01_04_2013.TIF',SI_328622,Y,Afrosoricida,Tenrecidae,Echinops,,telfairi,,Echinops_telfairi,
190,'SI_328624_ma_1A_01_04_2013.TIF',SI_328624,Y,Afrosoricida,Tenrecidae,Echinops,,telfairi,,Echinops_telfairi,
191,'SI_328662_ma_1A_03_04_2013.TIF',SI_328662,Y,Afrosoricida,Tenrecidae,Microgale,,cowani,,Microgale_cowani,
192,'SI_328667_ma_left_flipped_1A_03_04_2013.TIF',SI_328667,Y,Afrosoricida,Tenrecidae,Microgale,,cowani,,Microgale_cowani,
193,'SI_328669_ma_1A_03_04_2013.TIF',SI_328669,Y,Afrosoricida,Tenrecidae,Microgale,,cowani,,Microgale_cowani,
194,'SI_328670_ma_left_flipped_1A_03_04_2013.TIF',SI_328670,Y,Afrosoricida,Tenrecidae,Microgale,,cowani,,Microgale_cowani,
195,'SI_328689_ma_left_flipped_1A_26_03_2013.TIF',SI_328689,Y,Afrosoricida,Tenrecidae,Microgale,,pusilla,,Microgale_pusilla,
196,'SI_328695_ma_1A_03_04_2013.TIF',SI_328695,Y,Afrosoricida,Tenrecidae,Microgale,,dobsoni,,Microgale_dobsoni,
197,'SI_328697_ma_1A_19_04_2013.TIF',SI_328697,Y,Soricomorpha,Soricidae,Suncus,,murinus,,Suncus_murinus,
198,'SI_328698_ma_1A_19_04_2013.TIF',SI_328698,Y,Soricomorpha,Soricidae,Suncus,,murinus,,Suncus_murinus,
199,'SI_328700_ma_1A_19_04_2013.TIF',SI_328700,Y,Soricomorpha,Soricidae,Suncus,,murinus,,Suncus_murinus,
200,'SI_330033_ma_1A_11_04_2013.TIF',SI_330033,Y,Soricomorpha,Talpidae,Mogera,,insularis,,Mogera_insularis,
201,'SI_330034_ma_left_flipped_1A_11_04_2013.TIF',SI_330034,Y,Soricomorpha,Talpidae,Mogera,,insularis,,Mogera_insularis,
202,'SI_330036_ma_1A_11_04_2013.TIF',SI_330036,Y,Soricomorpha,Talpidae,Mogera,,insularis,,Mogera_insularis,
203,'SI_332828_ma_left_flipped_1A_16_04_2013.TIF',SI_332828,Y,Soricomorpha,Soricidae,Anourosorex,,yamashinai,,Anourosorex_yamashinai,
204,'SI_335923_ma_1A_18_04_2013.TIF',SI_335923,Y,Soricomorpha,Soricidae,Cryptotis,,parva,parva,Cryptotis_parva,Cryptotis_parva_parva
205,'SI_341621_ma_1A_05_04_2013.TIF',SI_341621,Y,Afrosoricida,Tenrecidae,Tenrec,,ecaudatus,,Tenrec_ecaudatus,
206,'SI_341624_ma_1A_05_04_2013.TIF',SI_341624,Y,Afrosoricida,Tenrecidae,Tenrec,,ecaudatus,,Tenrec_ecaudatus,
207,'SI_341661_ma_1A_05_04_2013.TIF',SI_341661,Y,Afrosoricida,Tenrecidae,Hemicentetes,,semispinosus,,Hemicentetes_semispinosus,
208,'SI_341688_ma_1A_05_04_2013.TIF',SI_341688,Y,Afrosoricida,Tenrecidae,Hemicentetes,,semispinosus,,Hemicentetes_semispinosus,
209,'SI_341689_ma_1A_05_04_2013.TIF',SI_341689,Y,Afrosoricida,Tenrecidae,Hemicentetes,,semispinosus,,Hemicentetes_semispinosus,
210,'SI_347688_ma_1A_18_04_2013.TIF',SI_347688,Y,Soricomorpha,Soricidae,Cryptotis,,parva,parva,Cryptotis_parva,Cryptotis_parva_parva
211,'SI_348292_ma_1A_18_04_2013.TIF',SI_348292,Y,Soricomorpha,Soricidae,Cryptotis,,parva,parva,Cryptotis_parva,Cryptotis_parva_parva
212,'SI_351334_ma_1A_28_03_2013.TIF',SI_351334,Y,Afrosoricida,Chrysochloridae,Calcochloris,Calcochloris,obtusirostris,,Calcochloris_obtusirostris,
213,'SI_351335_ma_1A_28_03_2013.TIF',SI_351335,Y,Afrosoricida,Chrysochloridae,Calcochloris,Calcochloris,obtusirostris,,Calcochloris_obtusirostris,
214,'SI_351336_ma_1A_28_03_2013.TIF',SI_351336,Y,Afrosoricida,Chrysochloridae,Chrysospalax,,villosus,,Chrysospalax_villosus,
215,'SI_351955_ma_1A_28_03_2013.TIF',SI_351955,Y,Afrosoricida,Chrysochloridae,Calcochloris,Calcochloris,obtusirostris,,Calcochloris_obtusirostris,
216,'SI_358133_ma_1A_16_04_2013.TIF',SI_358133,Y,Soricomorpha,Soricidae,Anourosorex,,yamashinai,,Anourosorex_yamashinai,
217,'SI_361482_ma_1A_17_04_2013.TIF',SI_361482,Y,Afrosoricida,Tenrecidae,Tenrec,,ecaudatus,,Tenrec_ecaudatus,
218,'SI_365001_ma_1A_28_03_2013.TIF',SI_365001,Y,Afrosoricida,Chrysochloridae,Carpitalpa,,arendsi,,Carpitalpa_arendsi,
219,'SI_368925_ma_1A_11_04_2013.TIF',SI_368925,Y,Soricomorpha,Talpidae,Condylura,,cristata,cristata,Condylura_cristata,Condylura_cristata_cristata
220,'SI_369533_ma_1A_05_04_2013.TIF',SI_369533,Y,Erinaceomorpha,Erinaceidae,Erinaceus,,concolor,,Erinaceus_concolor,
221,'SI_37464_ma_1A_05_04_2013.TIF',SI_37464,Y,Erinaceomorpha,Erinaceidae,Erinaceus,,concolor,,Erinaceus_concolor,
222,'SI_380484_ma_1A_28_03_2013.TIF',SI_380484,Y,Afrosoricida,Chrysochloridae,Amblysomus,,hottentotus,,Amblysomus_hottentotus,
223,'SI_380485_ma_1A_28_03_2013.TIF',SI_380485,Y,Afrosoricida,Chrysochloridae,Amblysomus,,hottentotus,,Amblysomus_hottentotus,
224,'SI_380487_ma_1A_28_03_2013.TIF',SI_380487,Y,Erinaceomorpha,Erinaceidae,Atelerix,,frontalis,,Atelerix_frontalis,
225,'SI_381488_ma_1A_28_03_2013.TIF',SI_381488,Y,Afrosoricida,Chrysochloridae,Amblysomus,,hottentotus,,Amblysomus_hottentotus,
226,'SI_395676_ma_1A_26_03_2013.TIF',SI_395676,Y,Afrosoricida,Tenrecidae,Geogale,,aurita,,Geogale_aurita,
227,'SI_395697_ma_1A_01_04_2013.TIF',SI_395697,Y,Soricomorpha,Solenodontidae,Solenodon,,paradoxus,,Solenodon_paradoxus,
228,'SI_395819_ma_1A_01_04_2013.TIF',SI_395819,Y,Soricomorpha,Solenodontidae,Solenodon,,paradoxus,,Solenodon_paradoxus,
229,'SI_449155_ma_1A_16_04_2013.TIF',SI_449155,Y,Soricomorpha,Soricidae,Nectogale,,elegans,,Nectogale_elegans,
230,'SI_449177_ma_1A_03_04_2013.TIF',SI_449177,Y,Afrosoricida,Tenrecidae,Microgale,,taiva,,Microgale_taiva,
231,'SI_449179_ma_1A_26_03_2013.TIF',SI_449179,Y,Afrosoricida,Tenrecidae,Microgale,,gracilis,,Microgale_gracilis,
232,'SI_449192_ma_1A_03_04_2013.TIF',SI_449192,Y,Afrosoricida,Tenrecidae,Microgale,,dobsoni,,Microgale_dobsoni,
233,'SI_468211_ma_1A_28_03_2013.TIF',SI_468211,Y,Erinaceomorpha,Erinaceidae,Atelerix,,frontalis,,Atelerix_frontalis,
234,'SI_468315_ma_1A_03_04_2013.TIF',SI_468315,Y,Afrosoricida,Chrysochloridae,Chrysochloris,,asiatica,,Chrysochloris_asiatica,
235,'SI_468316_ma_1A_03_04_2013.TIF',SI_468316,Y,Afrosoricida,Chrysochloridae,Chrysochloris,,asiatica,,Chrysochloris_asiatica,
236,'SI_468317_ma_1A_03_04_2013.TIF',SI_468317,Y,Afrosoricida,Chrysochloridae,Chrysochloris,,asiatica,,Chrysochloris_asiatica,
237,'SI_468318_ma_1A_03_04_2013.TIF',SI_468318,Y,Afrosoricida,Chrysochloridae,Eremitalpa,,granti,,Eremitalpa_granti,
238,'SI_468319_ma_1A_28_03_2013.TIF',SI_468319,Y,Afrosoricida,Chrysochloridae,Cryptochloris,,wintoni,,Cryptochloris_wintoni,
239,'SI_470211_ma_1A_28_03_2013.TIF',SI_470211,Y,Afrosoricida,Chrysochloridae,Calcochloris,Calcochloris,obtusirostris,,Calcochloris_obtusirostris,
240,'SI_470563_ma_1A_26_03_2013.TIF',SI_470563,Y,Erinaceomorpha,Erinaceidae,Paraechinus,,aethiopicus,deserti,Paraechinus_aethiopicus,
241,'SI_470564_ma_1A_26_03_2013.TIF',SI_470564,Y,Erinaceomorpha,Erinaceidae,Paraechinus,,aethiopicus,deserti,Paraechinus_aethiopicus,
242,'SI_470565_ma_1A_26_03_2013.TIF',SI_470565,Y,Erinaceomorpha,Erinaceidae,Paraechinus,,aethiopicus,deserti,Paraechinus_aethiopicus,
243,'SI_470566_ma_1A_26_03_2013.TIF',SI_470566,Y,Erinaceomorpha,Erinaceidae,Paraechinus,,aethiopicus,deserti,Paraechinus_aethiopicus,
244,'SI_470568_ma_1A_26_03_2013.TIF',SI_470568,Y,Erinaceomorpha,Erinaceidae,Paraechinus,,aethiopicus,deserti,Paraechinus_aethiopicus,
245,'SI_470571_ma_1A_28_03_2013.TIF',SI_470571,Y,Erinaceomorpha,Erinaceidae,Atelerix,,algirus,,Atelerix_algirus,
246,'SI_470572_ma_1A_28_03_2013.TIF',SI_470572,Y,Erinaceomorpha,Erinaceidae,Atelerix,,algirus,,Atelerix_algirus,
247,'SI_470573_ma_3A_28_03_2013.TIF',SI_470573,Y,Erinaceomorpha,Erinaceidae,Atelerix,,algirus,,Atelerix_algirus,
248,'SI_470574_ma_1A_28_03_2013.TIF',SI_470574,Y,Erinaceomorpha,Erinaceidae,Atelerix,,algirus,,Atelerix_algirus,
249,'SI_487894_ma_1A_08_04_2013.TIF',SI_487894,Y,Erinaceomorpha,Erinaceidae,Echinosorex,,gymnura,,Echinosorex_gymnura,
250,'SI_487899_ma_1A_08_04_2013.TIF',SI_487899,Y,Erinaceomorpha,Erinaceidae,Echinosorex,,gymnura,,Echinosorex_gymnura,
251,'SI_537651_ma_1A_05_04_2013.TIF',SI_537651,Y,Afrosoricida,Tenrecidae,Potamogale,,velox,,Potamogale_velox,
252,'SI_574295_ma_1A_16_04_2013.TIF',SI_574295,Y,Soricomorpha,Soricidae,Anourosorex,,squamipes,,Anourosorex_squamipes,
253,'SI_574296_ma_1A_16_04_2013.TIF',SI_574296,Y,Soricomorpha,Soricidae,Nectogale,,elegans,,Nectogale_elegans,
254,'SI_574298_ma_1A_16_04_2013.TIF',SI_574298,Y,Soricomorpha,Talpidae,Uropsilus,,soricipes,,Uropsilus_soricipes,
255,'SI_574301_ma_1A_16_04_2013.TIF',SI_574301,Y,Soricomorpha,Talpidae,Uropsilus,,soricipes,,Uropsilus_soricipes,
256,'SI_574302_ma_1A_16_04_2013.TIF',SI_574302,Y,Soricomorpha,Talpidae,Uropsilus,,soricipes,,Uropsilus_soricipes,
257,'SI_577052_ma_1A_26_03_2013.TIF',SI_577052,Y,Afrosoricida,Tenrecidae,Oryzorictes,,hova,,Oryzorictes_hova,
258,'SI_577055_ma_1A_03_04_2013.TIF',SI_577055,Y,Afrosoricida,Tenrecidae,Microgale,,talazaci,,Microgale_talazaci,
259,'SI_578746_ma_1A_03_04_2013.TIF',SI_578746,Y,Afrosoricida,Tenrecidae,Microgale,,talazaci,,Microgale_talazaci,
260,'SI_578747_cr_ma_1A_03_04_2013.TIF',SI_578747,Y,Afrosoricida,Tenrecidae,Microgale,,talazaci,,Microgale_talazaci,
261,'SI_578753_ma_1A_26_03_2013.TIF',SI_578753,Y,Afrosoricida,Tenrecidae,Microgale,,principula,,Microgale_principula,
262,'SI_578756_ma_1A_26_03_2013.TIF',SI_578756,Y,Afrosoricida,Tenrecidae,Microgale,,principula,,Microgale_principula,
263,'SI_578759_ma_1A_26_03_2013.TIF',SI_578759,Y,Afrosoricida,Tenrecidae,Microgale,,principula,,Microgale_principula,
264,'SI_578760_ma_1A_26_03_2013.TIF',SI_578760,Y,Afrosoricida,Tenrecidae,Microgale,,principula,,Microgale_principula,
265,'SI_578762_ma_1A_26_03_2013.TIF',SI_578762,Y,Afrosoricida,Tenrecidae,Microgale,,principula,,Microgale_principula,
266,'SI_578768_ma_1A_03_04_2013.TIF',SI_578768,Y,Afrosoricida,Tenrecidae,Microgale,,talazaci,,Microgale_talazaci,
267,'SI_578769_ma_1A_03_04_2013.TIF',SI_578769,Y,Afrosoricida,Tenrecidae,Microgale,,talazaci,,Microgale_talazaci,
268,'SI_578772_ma_1A_03_04_2013.TIF',SI_578772,Y,Afrosoricida,Tenrecidae,Microgale,,thomasi,,Microgale_thomasi,
269,'SI_578773_ma_left_flipped_1A_03_04_2013.TIF',SI_578773,Y,Afrosoricida,Tenrecidae,Microgale,,thomasi,,Microgale_thomasi,
270,'SI_578774_ma_1A_03_04_2013.TIF',SI_578774,Y,Afrosoricida,Tenrecidae,Microgale,,thomasi,,Microgale_thomasi,
271,'SI_578775_ma_1A_03_04_2013.TIF',SI_578775,Y,Afrosoricida,Tenrecidae,Microgale,,thomasi,,Microgale_thomasi,
272,'SI_578776_ma_1A_03_04_2013.TIF',SI_578776,Y,Afrosoricida,Tenrecidae,Microgale,,thomasi,,Microgale_thomasi,
273,'SI_578784_ma_left_flipped_1A_26_03_2013.TIF',SI_578784,Y,Afrosoricida,Tenrecidae,Microgale,,parvula,,Microgale_parvula,
274,'SI_578787_ma_1A_26_03_2013.TIF',SI_578787,Y,Afrosoricida,Tenrecidae,Microgale,,fotsifotsy,,Microgale_fotsifotsy,
275,'SI_578789_ma_1A_26_03_2013.TIF',SI_578789,Y,Afrosoricida,Tenrecidae,Oryzorictes,,sp.,,Oryzorictes_sp.,
276,'SI_578791_ma_1A_05_04_2013.TIF',SI_578791,Y,Afrosoricida,Tenrecidae,Tenrec,,ecaudatus,,Tenrec_ecaudatus,
277,'SI_578792_ma_1A_05_04_2013.TIF',SI_578792,Y,Afrosoricida,Tenrecidae,Tenrec,,ecaudatus,,Tenrec_ecaudatus,
278,'SI_584649_ma_1A_28_03_2013.TIF',SI_584649,Y,Afrosoricida,Chrysochloridae,Calcochloris,Huetia,leucorhinus,,Calcochloris_leucorhinus,
279,'SI_584656_ma_1A_19_04_2013.TIF',SI_584656,Y,Soricomorpha,Soricidae,Crocidura,,crenata,,Crocidura_crenata,
280,'SI_584662_ma_1A_19_04_2013.TIF',SI_584662,Y,Soricomorpha,Soricidae,Crocidura,,crenata,,Crocidura_crenata,
281,'SI_584675_ma_1A_18_04_2013.TIF',SI_584675,Y,Soricomorpha,Soricidae,Sylvisorex,,johnstoni,,Sylvisorex_johnstoni,
282,'SI_584676_ma_1A_18_04_2013.TIF',SI_584676,Y,Soricomorpha,Soricidae,Sylvisorex,,johnstoni,,Sylvisorex_johnstoni,
283,'SI_584677_ma_1A_18_04_2013.TIF',SI_584677,Y,Soricomorpha,Soricidae,Sylvisorex,,ollula,,Sylvisorex_ollula,
284,'SI_584678_ma_1A_18_04_2013.TIF',SI_584678,Y,Soricomorpha,Soricidae,Sylvisorex,,ollula,,Sylvisorex_ollula,
285,'SI_584679_ma_1A_18_04_2013.TIF',SI_584679,Y,Soricomorpha,Soricidae,Sylvisorex,,ollula,,Sylvisorex_ollula,
286,'SI_584947_ma_1A_19_04_2013.TIF',SI_584947,Y,Soricomorpha,Soricidae,Crocidura,,crenata,,Crocidura_crenata,
287,'SI_585137_ma_1A_18_04_2013.TIF',SI_585137,Y,Soricomorpha,Soricidae,Sylvisorex,,johnstoni,,Sylvisorex_johnstoni,
288,'SI_589811_ma_1A_16_04_2013.TIF',SI_589811,Y,Soricomorpha,Soricidae,Surdisorex,,norae,,Surdisorex_norae,
289,'SI_589812_ma_1A_16_04_2013.TIF',SI_589812,Y,Soricomorpha,Soricidae,Surdisorex,,norae,,Surdisorex_norae,
290,'SI_63220_ma_1A_28_03_2013.TIF',SI_63220,Y,Erinaceomorpha,Erinaceidae,Atelerix,,sclateri,,Atelerix_sclateri,
291,'SI_67057_ma_flipped_1A_09_04_2013.TIF',SI_67057,Y,Soricomorpha,Soricidae,Sorex,Otisorex,bendirii,bendirii,Sorex_bendirii,Sorex_bendirii_bendirii
292,'SI_67058_ma_left_broken_flipped_1A_09_04_2013.TIF',SI_67058,Y,Soricomorpha,Soricidae,Sorex,Otisorex,bendirii,bendirii,Sorex_bendirii,Sorex_bendirii_bendirii
293,'SI_69153_ma_1A_09_04_2013.TIF',SI_69153,Y,Soricomorpha,Soricidae,Sorex,Sorex,arcticus,arcticus,Sorex_arcticus,Sorex_arcticus_arcticus
294,'SI_69161_ma_1A_09_04_2013.TIF',SI_69161,Y,Soricomorpha,Soricidae,Sorex,Sorex,arcticus,arcticus,Sorex_arcticus,Sorex_arcticus_arcticus
295,'SI_69172_ma_1A_09_04_2013.TIF',SI_69172,Y,Soricomorpha,Soricidae,Sorex,Sorex,arcticus,arcticus,Sorex_arcticus,Sorex_arcticus_arcticus
296,'SI_86009_ma_left_flipped_1A_09_04_2013.TIF',SI_86009,Y,Soricomorpha,Soricidae,Sorex,Sorex,araneus,,Sorex_araneus,
297,'SI_86018_ma_1A_09_04_2013.TIF',SI_86018,Y,Soricomorpha,Soricidae,Sorex,Sorex,araneus,,Sorex_araneus,
298,'SI_87949_ma_left_flipped_1A_09_04_2013.TIF',SI_87949,Y,Soricomorpha,Soricidae,Sorex,Otisorex,bendirii,bendirii,Sorex_bendirii,Sorex_bendirii_bendirii
299,'SI_A02230_ma_1A_01_04_2013.TIF',SI_A02230,Y,Soricomorpha,Solenodontidae,Solenodon,,cubanus,,Solenodon_cubanus,
300,'SI_A37983_ma_1A_01_04_2013.TIF',SI_A37983,Y,Soricomorpha,Solenodontidae,Solenodon,,cubanus,,Solenodon_cubanus,
301,'SI_A49508_ma_1A_01_04_2013.TIF',SI_A49508,Y,Soricomorpha,Solenodontidae,Solenodon,,cubanus,,Solenodon_cubanus,
302,'FMNH_106727_ma_1A_25_09_2013.TIF',FMNH_106727,Y,Erinaceomorpha,Erinaceidae,Paraechinus,,aethiopicus,deserti,Paraechinus_aethiopicus,Paraechinus_aethiopicus_deserti
303,'FMNH_134445_ma_1A_27_09_2013.TIF',FMNH_13445,Y,Soricomorpha,Talpidae,Condylura,,cristata,,Condylura_cristata,
304,'FMNH_153667_ma_1A_27_09_2013.TIF',FMNH_153667,Y,Soricomorpha,Soricidae,Neomys,,fodiens,,Neomys_fodiens,
305,'FMNH_153673_ma_1A_30_09_2013.TIF',FMNH_153673,Y,Soricomorpha,Soricidae,Crocidura,,russula,,Crocidura_russula,
306,'FMNH_153674_ma_1A_30_09_2013.TIF',FMNH_153674,Y,Soricomorpha,Soricidae,Crocidura,,russula,,Crocidura_russula,
307,'FMNH_153675_ma_1A_30_09_2013.TIF',FMNH_153675,Y,Soricomorpha,Soricidae,Crocidura,,russula,,Crocidura_russula,
308,'FMNH_153787_ma_1A_27_09_2013.TIF',FMNH_153787,Y,Soricomorpha,Talpidae,Condylura,,cristata,,Condylura_cristata,
309,'FMNH_156226_cma_1A_01_10_2013.TIF',FMNH_156226,Y,Afrosoricida,Tenrecidae,Oryzorictes,,tetradactylus,,Oryzorictes_tetradactylus,
310,'FMNH_159672_ma_1A_18_09_2013.TIF',FMNH_159672,Y,Afrosoricida,Tenrecidae,Microgale,,monticola,,Microgale_monticola,
311,'FMNH_159673_ma_1A_18_09_2013.TIF',FMNH_159673,Y,Afrosoricida,Tenrecidae,Microgale,,monticola,,Microgale_monticola,
312,'FMNH_159674_ma_1A_18_09_2013.TIF',FMNH_159674,Y,Afrosoricida,Tenrecidae,Microgale,,monticola,,Microgale_monticola,
313,'FMNH_159675_ma_1A_18_09_2013.TIF',FMNH_159675,Y,Afrosoricida,Tenrecidae,Microgale,,monticola,,Microgale_monticola,
314,'FMNH_159676_ma_1A_18_09_2013.TIF',FMNH_159676,Y,Afrosoricida,Tenrecidae,Microgale,,monticola,,Microgale_monticola,
315,'FMNH_162893_ma_left_1A_23_09_2013_flipped.tif',FMNH_162893,Y,Afrosoricida,Tenrecidae,Micropotamogale,,lamottei,,Micropotamogale_lamottei,
316,'FMNH_166040_ma_1A_19_09_2013.TIF',FMNH_166040,Y,Afrosoricida,Tenrecidae,Microgale,,pusilla,,Microgale_pusilla,
317,'FMNH_166111_ma_1A_18_09_2013.TIF',FMNH_166111,Y,Afrosoricida,Tenrecidae,Microgale,,gracilis,,Microgale_gracilis,
318,'FMNH_166112_ma_1A_18_09_2013.TIF',FMNH_166112,Y,Afrosoricida,Tenrecidae,Microgale,,gracilis,,Microgale_gracilis,
319,'FMNH_166113_ma_1A_18_09_2013.TIF',FMNH_166113,Y,Afrosoricida,Tenrecidae,Microgale,,gracilis,,Microgale_gracilis,
320,'FMNH_166145_ma_1A_18_09_2013.TIF',FMNH_166145,Y,Afrosoricida,Tenrecidae,Microgale,,gracilis,,Microgale_gracilis,
321,'FMNH_167427_ma_1A_17_09_2013.TIF',FMNH_167427,Y,Afrosoricida,Tenrecidae,Microgale,,dryas,,Microgale_dryas,
322,'FMNH_167621_ma_1A_01_10_2013.TIF',FMNH_167621,Y,Afrosoricida,Tenrecidae,Microgale,,pusilla,,Microgale_pusilla,
323,'FMNH_173146_ma_1A_30_09_2013.TIF',FMNH_173146,Y,Soricomorpha,Soricidae,Suncus,,madagascariensis,,Suncus_madagascariensis,
324,'FMNH_173148_ma_1A_30_09_2013.TIF',FMNH_173148,Y,Soricomorpha,Soricidae,Suncus,,madagascariensis,,Suncus_madagascariensis,
325,'FMNH_173149_ma_1A_30_09_2013.TIF',FMNH_173149,Y,Soricomorpha,Soricidae,Suncus,,madagascariensis,,Suncus_madagascariensis,
326,'FMNH_176203_ma_1A_17_09_2013.TIF',FMNH_176203,Y,Afrosoricida,Tenrecidae,Geogale,,aurita,,Geogale_aurita,
327,'FMNH_176204_ma_1A_17_09_2013.TIF',FMNH_176204,Y,Afrosoricida,Tenrecidae,Geogale,,aurita,,Geogale_aurita,
328,'FMNH_176211_ma_1A_17_09_2013.TIF',FMNH_176211,Y,Afrosoricida,Tenrecidae,Geogale,,aurita,,Geogale_aurita,
329,'FMNH_176385_ma_1A_17_09_2013.TIF',FMNH_176385,Y,Afrosoricida,Tenrecidae,Microgale,,dryas,,Microgale_dryas,
330,'FMNH_176387_ma_1A_17_09_2013.TIF',FMNH_176387,Y,Afrosoricida,Tenrecidae,Microgale,,dryas,,Microgale_dryas,
331,'FMNH_176389_ma_1A_17_09_2013.TIF',FMNH_176389,Y,Afrosoricida,Tenrecidae,Microgale,,dryas,,Microgale_dryas,
332,'FMNH_176395_ma_1A_17_09_2013.TIF',FMNH_176395,Y,Afrosoricida,Tenrecidae,Microgale,,dryas,,Microgale_dryas,
333,'FMNH_206739_ma_1A_26_09_2013.TIF',FMNH_206739,Y,Soricomorpha,Talpidae,Neurotrichus,,gibbsii,minor,Neurotrichus_gibbsii,Neurotrichus_gibbsii_minor
334,'FMNH_209199_ma_1A_19_09_2013.TIF',FMNH_209199,Y,Afrosoricida,Tenrecidae,Microgale,,grandidieri,,Microgale_grandidieri,
335,'FMNH_209200_ma_1A_19_09_2013.TIF',FMNH_209200,Y,Afrosoricida,Tenrecidae,Microgale,,grandidieri,,Microgale_grandidieri,
336,'FMNH_209201_ma_1A_19_09_2013.TIF',FMNH_209201,Y,Afrosoricida,Tenrecidae,Microgale,,grandidieri,,Microgale_grandidieri,
337,'FMNH_209202_ma_1A_19_09_2013.TIF',FMNH_209202,Y,Afrosoricida,Tenrecidae,Microgale,,grandidieri,,Microgale_grandidieri,
338,'FMNH_209203_ma_1A_19_09_2013.TIF',FMNH_209203,Y,Afrosoricida,Tenrecidae,Microgale,,grandidieri,,Microgale_grandidieri,
339,'FMNH_23515_ma_1A_30_09_2013.TIF',FMNH_23515,Y,Soricomorpha,Soricidae,Sorex,,araneus,,Sorex_araneus,
340,'FMNH_35407_ma_1A_27_09_2013.TIF',FMNH_35407,Y,Soricomorpha,Talpidae,Euroscaptor,,micrura,,Euroscaptor_micrura,
341,'FMNH_35409_ma_1A_27_09_2013.TIF',FMNH_35409,Y,Soricomorpha,Talpidae,Euroscaptor,,micrura,,Euroscaptor_micrura,
342,'FMNH_38115_ma_1A_26_09_2013.TIF',FMNH_38115,Y,Erincaeomorpha,Erinaceidae,Atelerix,,frontalis,,Atelerix_frontalis,
343,'FMNH_38116_ma_1A_26_09_2013.TIF',FMNH_38116,Y,Erincaeomorpha,Erinaceidae,Atelerix,,frontalis,,Atelerix_frontalis,
344,'FMNH_38119_ma_1A_26_09_2013.TIF',FMNH_38119,Y,Erincaeomorpha,Erinaceidae,Atelerix,,frontalis,,Atelerix_frontalis,
345,'FMNH_53073_ma_1A_23_09_2013.TIF',FMNH_53073,Y,Afrosoricida,Chrysochloridae,Amblysomus,,corriae,,Amblysomus_corriae,
346,'FMNH_68736_ma_1A_25_09_2013.TIF',FMNH_68736,Y,Erinaceomorpha,Erinaceidae,Echinosorex,,gymnura,alba,Echinosorex_gymnura,Echinosorex_gymnura_alba
347,'FMNH_68740_ma_1A_25_09_2013.TIF',FMNH_68740,Y,Erinaceomorpha,Erinaceidae,Echinosorex,,gymnura,alba,Echinosorex_gymnura,Echinosorex_gymnura_alba
348,'FMNH_72831_ma_1A_23_09_2013.TIF',FMNH_72831,Y,Afrosoricida,Tenrecidae,Potamogale,,velox,,Potamogale_velox,
349,'FMNH_74927_cr_ma_1A_25_09_2013.TIF',FMNH_74927,Y,Erinaceomorpha,Erinaceidae,Paraechinus,,aethiopicus,deserti,Paraechinus_aethiopicus,Paraechinuse_aethiopicus_deserti
350,'FMNH_81731_ma_1A_23_09_2013.TIF',FMNH_81731,Y,Afrosoricida,Chrysochloridae,Calcochloris,,leucorhinus,leucorhinus,Calcochloris_leucorhinus,Calcochloris_leucorhinus_leucorhinus
351,'FMNH_82116_ma_1A_25_09_2013.TIF',FMNH_82116,Y,Erinaceomorpha,Erinaceidae,Erinaceus,,concolor,,Erinaceus_concolor,
352,'FMNH_82118_ma_1A_25_09_2013.TIF',FMNH_82118,Y,Erinaceomorpha,Erinaceidae,Erinaceus,,concolor,,Erinaceus_concolor,
353,'FMNH_82120_ma_1A_25_09_2013.TIF',FMNH_82120,Y,Erinaceomorpha,Erinaceidae,Erinaceus,,concolor,,Erinaceus_concolor,
354,'FMNH_82582_ma_1A_27_09_2013.TIF',FMNH_82582,Y,Soricomorpha,Talpidae,Euroscaptor,,micrura,,Euroscaptor_micrura,
355,'FMNH_83540_cr_ma_1A_23_09_2013.TIF',FMNH_83540,Y,Afrosoricida,Chrysochloridae,Calcochloris,,leucorhinus,leucorhinus,Calcochloris_leucorhinus,Calcochloris_leucorhinus_leucorhinus
356,'FMNH_96419_ma_1A_27_09_2013.TIF',FMNH_96419,Y,Soricomorpha,Talpidae,Talpa,,caeca,caeca,Talpa_caeca,Talpa_caeca_caeca
357,'FMNH_9725_ma_left_1A_30_09_2013.TIF_flipped.tif',FMNH_9725,Y,Soricomorpha,Soricidae,Sorex,Otisorex,bendirii,palmeri,Sorex_bendirii,Sorex_bendirii_palmeri
358,'FMNH_98438_ma_1A_26_09_2013.TIF',FMNH_98438,Y,Erinaceomorpha,Erinaceidae,Hylomys,,suillus,maxi,Hylomys_suillus,Hylomys_suillus_maxi
