SpecID,LabelBinomial,Measure,MeasureNo,Value,Date,Side
AMNH_274989,Microgale_jobihely,15_ML,2,13.64,22/04/2013,left
AMNH_274989,Microgale_jobihely,16_MTR,2,8.62,22/04/2013,left
AMNH_274989,Microgale_jobihely,17_CorP,2,4.75,22/04/2013,left
AMNH_274989,Microgale_jobihely,18_ConY,2,3.2,22/04/2013,left
AMNH_274989,Microgale_jobihely,19_CorCon,2,3.28,22/04/2013,left
AMNH_274989,Microgale_jobihely,15_ML,3,13.67,22/04/2013,left
AMNH_274989,Microgale_jobihely,16_MTR,3,8.65,22/04/2013,left
AMNH_274989,Microgale_jobihely,17_CorP,3,4.75,22/04/2013,left
AMNH_274989,Microgale_jobihely,18_ConY,3,3.18,22/04/2013,left
AMNH_274989,Microgale_jobihely,19_CorCon,3,3.27,22/04/2013,left
AMNH_275134,Microgale_gymnorhyncha,15_ML,1,18.92,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,16_MTR,1,12.49,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,17_CorP,1,4.93,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,18_ConY,1,3.19,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,19_CorCon,1,3.65,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,15_ML,2,18.9,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,16_MTR,2,12.45,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,17_CorP,2,4.91,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,18_ConY,2,3.18,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,19_CorCon,2,3.66,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,15_ML,3,18.91,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,16_MTR,3,12.43,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,17_CorP,3,4.93,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,18_ConY,3,3.18,22/04/2013,right
AMNH_275134,Microgale_gymnorhyncha,19_CorCon,3,3.62,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,15_ML,1,19.73,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,16_MTR,1,13.13,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,17_CorP,1,5.16,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,18_ConY,1,3.35,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,19_CorCon,1,3.86,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,15_ML,2,19.79,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,16_MTR,2,13.15,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,17_CorP,2,5.18,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,18_ConY,2,3.32,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,19_CorCon,2,3.84,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,15_ML,3,19.75,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,16_MTR,3,13.17,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,17_CorP,3,5.16,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,18_ConY,3,3.37,22/04/2013,right
AMNH_275135,Microgale_gymnorhyncha,19_CorCon,3,3.85,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,15_ML,1,19.48,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,16_MTR,1,12.44,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,17_CorP,1,5.23,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,18_ConY,1,3.65,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,19_CorCon,1,3.86,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,15_ML,2,19.47,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,16_MTR,2,12.46,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,17_CorP,2,5.22,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,18_ConY,2,3.51,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,19_CorCon,2,3.89,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,15_ML,3,19.45,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,16_MTR,3,12.51,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,17_CorP,3,5.22,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,18_ConY,3,3.5,22/04/2013,right
AMNH_275136,Microgale_gymnorhyncha,19_CorCon,3,3.85,22/04/2013,right
AMNH_275137,Microgale_gymnorhyncha,15_ML,1,18.43,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,16_MTR,1,12.05,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,17_CorP,1,4.84,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,18_ConY,1,3.53,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,19_CorCon,1,3.52,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,15_ML,2,18.4,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,16_MTR,2,12.06,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,17_CorP,2,4.85,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,18_ConY,2,3.5,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,19_CorCon,2,3.57,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,15_ML,3,18.42,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,16_MTR,3,12.07,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,17_CorP,3,4.83,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,18_ConY,3,3.52,22/04/2013,left
AMNH_275137,Microgale_gymnorhyncha,19_CorCon,3,3.55,22/04/2013,left
AMNH_275138,Microgale_gymnorhyncha,15_ML,1,18.92,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,16_MTR,1,12.4,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,17_CorP,1,5.17,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,18_ConY,1,3.21,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,19_CorCon,1,3.73,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,15_ML,2,18.92,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,16_MTR,2,12.4,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,17_CorP,2,5.16,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,18_ConY,2,3.23,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,19_CorCon,2,3.72,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,15_ML,3,18.9,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,16_MTR,3,12.42,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,17_CorP,3,5.18,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,18_ConY,3,3.24,22/04/2013,right
AMNH_275138,Microgale_gymnorhyncha,19_CorCon,3,3.72,22/04/2013,right
AMNH_275141,Microgale_longicaudata,15_ML,1,12.03,22/04/2013,right
AMNH_275141,Microgale_longicaudata,16_MTR,1,7.48,22/04/2013,right
AMNH_275141,Microgale_longicaudata,17_CorP,1,3.84,22/04/2013,right
AMNH_275141,Microgale_longicaudata,18_ConY,1,2.84,22/04/2013,right
AMNH_275141,Microgale_longicaudata,19_CorCon,1,2.87,22/04/2013,right
AMNH_275141,Microgale_longicaudata,15_ML,2,12.03,22/04/2013,right
AMNH_275141,Microgale_longicaudata,16_MTR,2,7.5,22/04/2013,right
AMNH_275141,Microgale_longicaudata,17_CorP,2,3.84,22/04/2013,right
AMNH_275141,Microgale_longicaudata,18_ConY,2,2.86,22/04/2013,right
AMNH_275141,Microgale_longicaudata,19_CorCon,2,2.9,22/04/2013,right
AMNH_275141,Microgale_longicaudata,15_ML,3,12.03,22/04/2013,right
AMNH_275141,Microgale_longicaudata,16_MTR,3,7.53,22/04/2013,right
AMNH_275141,Microgale_longicaudata,17_CorP,3,3.82,22/04/2013,right
AMNH_275141,Microgale_longicaudata,18_ConY,3,2.83,22/04/2013,right
AMNH_275141,Microgale_longicaudata,19_CorCon,3,2.9,22/04/2013,right
AMNH_275142,Microgale_longicaudata,15_ML,1,11.97,22/04/2013,left
AMNH_275142,Microgale_longicaudata,16_MTR,1,7.71,22/04/2013,left
AMNH_275142,Microgale_longicaudata,17_CorP,1,3.7,22/04/2013,left
AMNH_275142,Microgale_longicaudata,18_ConY,1,2.71,22/04/2013,left
AMNH_275142,Microgale_longicaudata,19_CorCon,1,3.02,22/04/2013,left
AMNH_275142,Microgale_longicaudata,15_ML,2,11.98,22/04/2013,left
AMNH_275142,Microgale_longicaudata,16_MTR,2,7.74,22/04/2013,left
AMNH_275142,Microgale_longicaudata,17_CorP,2,3.71,22/04/2013,left
AMNH_275142,Microgale_longicaudata,18_ConY,2,2.73,22/04/2013,left
AMNH_275142,Microgale_longicaudata,19_CorCon,2,3.03,22/04/2013,left
AMNH_275142,Microgale_longicaudata,15_ML,3,12.02,22/04/2013,left
AMNH_275142,Microgale_longicaudata,16_MTR,3,7.7,22/04/2013,left
AMNH_275142,Microgale_longicaudata,17_CorP,3,3.7,22/04/2013,left
AMNH_275142,Microgale_longicaudata,18_ConY,3,2.77,22/04/2013,left
AMNH_275142,Microgale_longicaudata,19_CorCon,3,3.04,22/04/2013,left
AMNH_275143,Microgale_longicaudata,15_ML,1,12.24,23/04/2013,right
AMNH_275143,Microgale_longicaudata,16_MTR,1,7.73,23/04/2013,right
AMNH_275143,Microgale_longicaudata,17_CorP,1,3.9,23/04/2013,right
AMNH_275143,Microgale_longicaudata,18_ConY,1,2.75,23/04/2013,right
AMNH_275143,Microgale_longicaudata,19_CorCon,1,3.18,23/04/2013,right
AMNH_275143,Microgale_longicaudata,15_ML,2,12.21,23/04/2013,right
AMNH_275143,Microgale_longicaudata,16_MTR,2,7.76,23/04/2013,right
AMNH_275143,Microgale_longicaudata,17_CorP,2,3.93,23/04/2013,right
AMNH_275143,Microgale_longicaudata,18_ConY,2,2.77,23/04/2013,right
AMNH_275143,Microgale_longicaudata,19_CorCon,2,3.18,23/04/2013,right
AMNH_275143,Microgale_longicaudata,15_ML,3,12.18,23/04/2013,right
AMNH_275143,Microgale_longicaudata,16_MTR,3,7.74,23/04/2013,right
AMNH_275143,Microgale_longicaudata,17_CorP,3,3.91,23/04/2013,right
AMNH_275143,Microgale_longicaudata,18_ConY,3,2.77,23/04/2013,right
AMNH_275143,Microgale_longicaudata,19_CorCon,3,3.17,23/04/2013,right
AMNH_275148,Microgale_longicaudata,15_ML,1,12.68,23/04/2013,right
AMNH_275148,Microgale_longicaudata,16_MTR,1,8.15,23/04/2013,right
AMNH_275148,Microgale_longicaudata,17_CorP,1,3.94,23/04/2013,right
AMNH_275148,Microgale_longicaudata,18_ConY,1,2.91,23/04/2013,right
AMNH_275148,Microgale_longicaudata,19_CorCon,1,2.84,23/04/2013,right
AMNH_275148,Microgale_longicaudata,15_ML,2,12.66,23/04/2013,right
AMNH_275148,Microgale_longicaudata,16_MTR,2,8.14,23/04/2013,right
AMNH_275148,Microgale_longicaudata,17_CorP,2,3.93,23/04/2013,right
AMNH_275148,Microgale_longicaudata,18_ConY,2,2.94,23/04/2013,right
AMNH_275148,Microgale_longicaudata,19_CorCon,2,2.85,23/04/2013,right
AMNH_275148,Microgale_longicaudata,15_ML,3,12.64,23/04/2013,right
AMNH_275148,Microgale_longicaudata,16_MTR,3,8.09,23/04/2013,right
AMNH_275148,Microgale_longicaudata,17_CorP,3,3.89,23/04/2013,right
AMNH_275148,Microgale_longicaudata,18_ConY,3,2.96,23/04/2013,right
AMNH_275148,Microgale_longicaudata,19_CorCon,3,2.88,23/04/2013,right
AMNH_275149,Microgale_longicaudata,15_ML,1,12.44,23/04/2013,right
AMNH_275149,Microgale_longicaudata,16_MTR,1,8.27,23/04/2013,right
AMNH_275149,Microgale_longicaudata,17_CorP,1,4.06,23/04/2013,right
AMNH_275149,Microgale_longicaudata,18_ConY,1,2.89,23/04/2013,right
AMNH_275149,Microgale_longicaudata,19_CorCon,1,2.87,23/04/2013,right
AMNH_275149,Microgale_longicaudata,15_ML,2,12.44,23/04/2013,right
AMNH_275149,Microgale_longicaudata,16_MTR,2,8.23,23/04/2013,right
AMNH_275149,Microgale_longicaudata,17_CorP,2,4.04,23/04/2013,right
AMNH_275149,Microgale_longicaudata,18_ConY,2,2.89,23/04/2013,right
AMNH_275149,Microgale_longicaudata,19_CorCon,2,2.9,23/04/2013,right
AMNH_275149,Microgale_longicaudata,15_ML,3,12.41,23/04/2013,right
AMNH_275149,Microgale_longicaudata,16_MTR,3,8.26,23/04/2013,right
AMNH_275149,Microgale_longicaudata,17_CorP,3,4.01,23/04/2013,right
AMNH_275149,Microgale_longicaudata,18_ConY,3,2.86,23/04/2013,right
AMNH_275149,Microgale_longicaudata,19_CorCon,3,2.91,23/04/2013,right
AMNH_275298,Microgale_taiva,15_ML,1,14.95,23/04/2013,right
AMNH_275298,Microgale_taiva,16_MTR,1,9.54,23/04/2013,right
AMNH_275298,Microgale_taiva,17_CorP,1,4.73,23/04/2013,right
AMNH_275298,Microgale_taiva,18_ConY,1,3.09,23/04/2013,right
AMNH_275298,Microgale_taiva,19_CorCon,1,3.27,23/04/2013,right
AMNH_275298,Microgale_taiva,15_ML,2,14.93,23/04/2013,right
AMNH_275298,Microgale_taiva,16_MTR,2,9.57,23/04/2013,right
AMNH_275298,Microgale_taiva,17_CorP,2,4.74,23/04/2013,right
AMNH_275298,Microgale_taiva,18_ConY,2,3.15,23/04/2013,right
AMNH_275298,Microgale_taiva,19_CorCon,2,3.24,23/04/2013,right
AMNH_275298,Microgale_taiva,15_ML,3,14.91,23/04/2013,right
AMNH_275298,Microgale_taiva,16_MTR,3,9.58,23/04/2013,right
AMNH_275298,Microgale_taiva,17_CorP,3,4.72,23/04/2013,right
AMNH_275298,Microgale_taiva,18_ConY,3,3.18,23/04/2013,right
AMNH_275298,Microgale_taiva,19_CorCon,3,3.25,23/04/2013,right
AMNH_275299,Microgale_taiva,15_ML,1,15.57,23/04/2013,right
AMNH_275299,Microgale_taiva,16_MTR,1,9.93,23/04/2013,right
AMNH_275299,Microgale_taiva,17_CorP,1,5.12,23/04/2013,right
AMNH_275299,Microgale_taiva,18_ConY,1,3.44,23/04/2013,right
AMNH_275299,Microgale_taiva,19_CorCon,1,3.67,23/04/2013,right
AMNH_275299,Microgale_taiva,15_ML,2,15.54,23/04/2013,right
AMNH_275299,Microgale_taiva,16_MTR,2,9.95,23/04/2013,right
AMNH_275299,Microgale_taiva,17_CorP,2,5.12,23/04/2013,right
AMNH_275299,Microgale_taiva,18_ConY,2,3.4,23/04/2013,right
AMNH_275299,Microgale_taiva,19_CorCon,2,3.67,23/04/2013,right
AMNH_275299,Microgale_taiva,15_ML,3,15.55,23/04/2013,right
AMNH_275299,Microgale_taiva,16_MTR,3,9.98,23/04/2013,right
AMNH_275299,Microgale_taiva,17_CorP,3,5.13,23/04/2013,right
AMNH_275299,Microgale_taiva,18_ConY,3,3.43,23/04/2013,right
AMNH_275299,Microgale_taiva,19_CorCon,3,3.68,23/04/2013,right
AMNH_275300,Microgale_taiva,15_ML,1,15.98,23/04/2013,left
AMNH_275300,Microgale_taiva,16_MTR,1,10.02,23/04/2013,left
AMNH_275300,Microgale_taiva,17_CorP,1,4.96,23/04/2013,left
AMNH_275300,Microgale_taiva,18_ConY,1,3.4,23/04/2013,left
AMNH_275300,Microgale_taiva,19_CorCon,1,3.54,23/04/2013,left
AMNH_275300,Microgale_taiva,15_ML,2,15.99,23/04/2013,left
AMNH_275300,Microgale_taiva,16_MTR,2,10.06,23/04/2013,left
AMNH_275300,Microgale_taiva,17_CorP,2,4.92,23/04/2013,left
AMNH_275300,Microgale_taiva,18_ConY,2,3.39,23/04/2013,left
AMNH_275300,Microgale_taiva,19_CorCon,2,3.55,23/04/2013,left
AMNH_275300,Microgale_taiva,15_ML,3,15.98,23/04/2013,left
AMNH_275300,Microgale_taiva,16_MTR,3,10.06,23/04/2013,left
AMNH_275300,Microgale_taiva,17_CorP,3,4.96,23/04/2013,left
AMNH_275300,Microgale_taiva,18_ConY,3,3.35,23/04/2013,left
AMNH_275300,Microgale_taiva,19_CorCon,3,3.55,23/04/2013,left
AMNH_275301,Microgale_taiva,15_ML,1,15.83,23/04/2013,right
AMNH_275301,Microgale_taiva,16_MTR,1,9.93,23/04/2013,right
AMNH_275301,Microgale_taiva,17_CorP,1,5.16,23/04/2013,right
AMNH_275301,Microgale_taiva,18_ConY,1,3.41,23/04/2013,right
AMNH_275301,Microgale_taiva,19_CorCon,1,3.86,23/04/2013,right
AMNH_275301,Microgale_taiva,15_ML,2,15.81,23/04/2013,right
AMNH_275301,Microgale_taiva,16_MTR,2,9.92,23/04/2013,right
AMNH_275301,Microgale_taiva,17_CorP,2,5.16,23/04/2013,right
AMNH_275301,Microgale_taiva,18_ConY,2,3.45,23/04/2013,right
AMNH_275301,Microgale_taiva,19_CorCon,2,3.82,23/04/2013,right
AMNH_275301,Microgale_taiva,15_ML,3,15.79,23/04/2013,right
AMNH_275301,Microgale_taiva,16_MTR,3,9.95,23/04/2013,right
AMNH_275301,Microgale_taiva,17_CorP,3,5.16,23/04/2013,right
AMNH_275301,Microgale_taiva,18_ConY,3,3.44,23/04/2013,right
AMNH_275301,Microgale_taiva,19_CorCon,3,3.8,23/04/2013,right
AMNH_275157,Microgale_parvula,15_ML,1,10.4,23/04/2013,right
AMNH_275157,Microgale_parvula,16_MTR,1,6.57,23/04/2013,right
AMNH_275157,Microgale_parvula,17_CorP,1,3.05,23/04/2013,right
AMNH_275157,Microgale_parvula,18_ConY,1,2.18,23/04/2013,right
AMNH_275157,Microgale_parvula,19_CorCon,1,2.5,23/04/2013,right
AMNH_275157,Microgale_parvula,15_ML,2,10.35,23/04/2013,right
AMNH_275157,Microgale_parvula,16_MTR,2,6.56,23/04/2013,right
AMNH_275157,Microgale_parvula,17_CorP,2,3.04,23/04/2013,right
AMNH_275157,Microgale_parvula,18_ConY,2,2.2,23/04/2013,right
AMNH_275157,Microgale_parvula,19_CorCon,2,2.51,23/04/2013,right
AMNH_275157,Microgale_parvula,15_ML,3,10.33,23/04/2013,right
AMNH_275157,Microgale_parvula,16_MTR,3,6.55,23/04/2013,right
AMNH_275157,Microgale_parvula,17_CorP,3,3.03,23/04/2013,right
AMNH_275157,Microgale_parvula,18_ConY,3,2.19,23/04/2013,right
AMNH_275157,Microgale_parvula,19_CorCon,3,2.51,23/04/2013,right
AMNH_275364,Microgale_parvula,15_ML,1,10.52,23/04/2013,left
AMNH_275364,Microgale_parvula,16_MTR,1,6.74,23/04/2013,left
AMNH_275364,Microgale_parvula,17_CorP,1,3.26,23/04/2013,left
AMNH_275364,Microgale_parvula,18_ConY,1,2.11,23/04/2013,left
AMNH_275364,Microgale_parvula,19_CorCon,1,2.5,23/04/2013,left
AMNH_275364,Microgale_parvula,15_ML,2,10.52,23/04/2013,left
AMNH_275364,Microgale_parvula,16_MTR,2,6.77,23/04/2013,left
AMNH_275364,Microgale_parvula,17_CorP,2,3.23,23/04/2013,left
AMNH_275364,Microgale_parvula,18_ConY,2,2.1,23/04/2013,left
AMNH_275364,Microgale_parvula,19_CorCon,2,2.47,23/04/2013,left
AMNH_275364,Microgale_parvula,15_ML,3,10.5,23/04/2013,left
AMNH_275364,Microgale_parvula,16_MTR,3,6.76,23/04/2013,left
AMNH_275364,Microgale_parvula,17_CorP,3,3.24,23/04/2013,left
AMNH_275364,Microgale_parvula,18_ConY,3,2.11,23/04/2013,left
AMNH_275364,Microgale_parvula,19_CorCon,3,2.45,23/04/2013,left
AMNH_275365,Microgale_parvula,15_ML,1,10.44,23/04/2013,right
AMNH_275365,Microgale_parvula,16_MTR,1,6.71,23/04/2013,right
AMNH_275365,Microgale_parvula,17_CorP,1,3.12,23/04/2013,right
AMNH_275365,Microgale_parvula,18_ConY,1,2.09,23/04/2013,right
AMNH_275365,Microgale_parvula,19_CorCon,1,2.6,23/04/2013,right
AMNH_275365,Microgale_parvula,15_ML,2,10.43,23/04/2013,right
AMNH_275365,Microgale_parvula,16_MTR,2,6.72,23/04/2013,right
AMNH_275365,Microgale_parvula,17_CorP,2,3.13,23/04/2013,right
AMNH_275365,Microgale_parvula,18_ConY,2,2.1,23/04/2013,right
AMNH_275365,Microgale_parvula,19_CorCon,2,2.58,23/04/2013,right
AMNH_275365,Microgale_parvula,15_ML,3,10.44,23/04/2013,right
AMNH_275365,Microgale_parvula,16_MTR,3,6.71,23/04/2013,right
AMNH_275365,Microgale_parvula,17_CorP,3,3.13,23/04/2013,right
AMNH_275365,Microgale_parvula,18_ConY,3,2.11,23/04/2013,right
AMNH_275365,Microgale_parvula,19_CorCon,3,2.59,23/04/2013,right
AMNH_275368,Microgale_parvula,15_ML,1,10.4,23/04/2013,left
AMNH_275368,Microgale_parvula,16_MTR,1,6.48,23/04/2013,left
AMNH_275368,Microgale_parvula,17_CorP,1,3.24,23/04/2013,left
AMNH_275368,Microgale_parvula,18_ConY,1,2.21,23/04/2013,left
AMNH_275368,Microgale_parvula,19_CorCon,1,2.61,23/04/2013,left
AMNH_275368,Microgale_parvula,15_ML,2,10.38,23/04/2013,left
AMNH_275368,Microgale_parvula,16_MTR,2,6.48,23/04/2013,left
AMNH_275368,Microgale_parvula,17_CorP,2,3.23,23/04/2013,left
AMNH_275368,Microgale_parvula,18_ConY,2,2.28,23/04/2013,left
AMNH_275368,Microgale_parvula,19_CorCon,2,2.59,23/04/2013,left
AMNH_275368,Microgale_parvula,15_ML,3,10.4,23/04/2013,left
AMNH_275368,Microgale_parvula,16_MTR,3,6.46,23/04/2013,left
AMNH_275368,Microgale_parvula,17_CorP,3,3.25,23/04/2013,left
AMNH_275368,Microgale_parvula,18_ConY,3,2.28,23/04/2013,left
AMNH_275368,Microgale_parvula,19_CorCon,3,2.56,23/04/2013,left
AMNH_275041,Microgale_soricoides,15_ML,1,19.29,23/04/2013,right
AMNH_275041,Microgale_soricoides,16_MTR,1,12.82,23/04/2013,right
AMNH_275041,Microgale_soricoides,17_CorP,1,6.77,23/04/2013,right
AMNH_275041,Microgale_soricoides,18_ConY,1,3.66,23/04/2013,right
AMNH_275041,Microgale_soricoides,19_CorCon,1,5.53,23/04/2013,right
AMNH_275041,Microgale_soricoides,15_ML,2,19.29,23/04/2013,right
AMNH_275041,Microgale_soricoides,16_MTR,2,12.8,23/04/2013,right
AMNH_275041,Microgale_soricoides,17_CorP,2,6.76,23/04/2013,right
AMNH_275041,Microgale_soricoides,18_ConY,2,3.64,23/04/2013,right
AMNH_275041,Microgale_soricoides,19_CorCon,2,5.52,23/04/2013,right
AMNH_275041,Microgale_soricoides,15_ML,3,19.22,23/04/2013,right
AMNH_275041,Microgale_soricoides,16_MTR,3,12.79,23/04/2013,right
AMNH_275041,Microgale_soricoides,17_CorP,3,6.74,23/04/2013,right
AMNH_275041,Microgale_soricoides,18_ConY,3,3.62,23/04/2013,right
AMNH_275041,Microgale_soricoides,19_CorCon,3,5.52,23/04/2013,right
AMNH_275158,Microgale_soricoides,15_ML,1,17.19,23/04/2013,right
AMNH_275158,Microgale_soricoides,16_MTR,1,10.31,23/04/2013,right
AMNH_275158,Microgale_soricoides,17_CorP,1,6.98,23/04/2013,right
AMNH_275158,Microgale_soricoides,18_ConY,1,4,23/04/2013,right
AMNH_275158,Microgale_soricoides,19_CorCon,1,5.48,23/04/2013,right
AMNH_275158,Microgale_soricoides,15_ML,2,17.17,23/04/2013,right
AMNH_275158,Microgale_soricoides,16_MTR,2,10.32,23/04/2013,right
AMNH_275158,Microgale_soricoides,17_CorP,2,6.96,23/04/2013,right
AMNH_275158,Microgale_soricoides,18_ConY,2,3.98,23/04/2013,right
AMNH_275158,Microgale_soricoides,19_CorCon,2,5.48,23/04/2013,right
AMNH_275158,Microgale_soricoides,15_ML,3,17.19,23/04/2013,right
AMNH_275158,Microgale_soricoides,16_MTR,3,10.35,23/04/2013,right
AMNH_275158,Microgale_soricoides,17_CorP,3,6.96,23/04/2013,right
AMNH_275158,Microgale_soricoides,18_ConY,3,3.98,23/04/2013,right
AMNH_275158,Microgale_soricoides,19_CorCon,3,5.5,23/04/2013,right
AMNH_275160,Microgale_soricoides,15_ML,1,17.11,23/04/2013,right
AMNH_275160,Microgale_soricoides,16_MTR,1,10.53,23/04/2013,right
AMNH_275160,Microgale_soricoides,17_CorP,1,6.94,23/04/2013,right
AMNH_275160,Microgale_soricoides,18_ConY,1,3.95,23/04/2013,right
AMNH_275160,Microgale_soricoides,19_CorCon,1,5.27,23/04/2013,right
AMNH_275160,Microgale_soricoides,15_ML,2,17.09,23/04/2013,right
AMNH_275160,Microgale_soricoides,16_MTR,2,10.52,23/04/2013,right
AMNH_275160,Microgale_soricoides,17_CorP,2,6.96,23/04/2013,right
AMNH_275160,Microgale_soricoides,18_ConY,2,3.93,23/04/2013,right
AMNH_275160,Microgale_soricoides,19_CorCon,2,5.27,23/04/2013,right
AMNH_275160,Microgale_soricoides,15_ML,3,17.1,23/04/2013,right
AMNH_275160,Microgale_soricoides,16_MTR,3,10.52,23/04/2013,right
AMNH_275160,Microgale_soricoides,17_CorP,3,6.96,23/04/2013,right
AMNH_275160,Microgale_soricoides,18_ConY,3,3.93,23/04/2013,right
AMNH_275160,Microgale_soricoides,19_CorCon,3,5.26,23/04/2013,right
AMNH_275162,Microgale_soricoides,15_ML,1,17.29,23/04/2013,right
AMNH_275162,Microgale_soricoides,16_MTR,1,10.83,23/04/2013,right
AMNH_275162,Microgale_soricoides,17_CorP,1,6.62,23/04/2013,right
AMNH_275162,Microgale_soricoides,18_ConY,1,4,23/04/2013,right
AMNH_275162,Microgale_soricoides,19_CorCon,1,5.33,23/04/2013,right
AMNH_275162,Microgale_soricoides,15_ML,2,17.27,23/04/2013,right
AMNH_275162,Microgale_soricoides,16_MTR,2,10.85,23/04/2013,right
AMNH_275162,Microgale_soricoides,17_CorP,2,6.62,23/04/2013,right
AMNH_275162,Microgale_soricoides,18_ConY,2,3.96,23/04/2013,right
AMNH_275162,Microgale_soricoides,19_CorCon,2,5.28,23/04/2013,right
AMNH_275162,Microgale_soricoides,15_ML,3,17.26,23/04/2013,right
AMNH_275162,Microgale_soricoides,16_MTR,3,10.85,23/04/2013,right
AMNH_275162,Microgale_soricoides,17_CorP,3,6.65,23/04/2013,right
AMNH_275162,Microgale_soricoides,18_ConY,3,3.97,23/04/2013,right
AMNH_275162,Microgale_soricoides,19_CorCon,3,5.27,23/04/2013,right
AMNH_275163,Microgale_soricoides,15_ML,1,16.27,23/04/2013,right
AMNH_275163,Microgale_soricoides,16_MTR,1,10.17,23/04/2013,right
AMNH_275163,Microgale_soricoides,17_CorP,1,7.05,23/04/2013,right
AMNH_275163,Microgale_soricoides,18_ConY,1,4.1,23/04/2013,right
AMNH_275163,Microgale_soricoides,19_CorCon,1,5.59,23/04/2013,right
AMNH_275163,Microgale_soricoides,15_ML,2,16.27,23/04/2013,right
AMNH_275163,Microgale_soricoides,16_MTR,2,10.16,23/04/2013,right
AMNH_275163,Microgale_soricoides,17_CorP,2,7.05,23/04/2013,right
AMNH_275163,Microgale_soricoides,18_ConY,2,4.08,23/04/2013,right
AMNH_275163,Microgale_soricoides,19_CorCon,2,5.58,23/04/2013,right
AMNH_275163,Microgale_soricoides,15_ML,3,16.29,23/04/2013,right
