SpecID,LabelBinomial,Measure,MeasureNo,Value,Date,Side
SI_328669,Microgale_cowani,19_CorCon,3,3.31,03/04/2013,right
SI_328670,Microgale_cowani,15_ML,1,15.09,03/04/2013,right
SI_328670,Microgale_cowani,16_MTR,1,9.24,03/04/2013,right
SI_328670,Microgale_cowani,17_CorP,1,4.9,03/04/2013,right
SI_328670,Microgale_cowani,18_ConY,1,3.35,08/04/2013,right
SI_328670,Microgale_cowani,19_CorCon,1,3.33,03/04/2013,right
SI_328670,Microgale_cowani,15_ML,2,15.15,03/04/2013,right
SI_328670,Microgale_cowani,16_MTR,2,9.31,03/04/2013,right
SI_328670,Microgale_cowani,17_CorP,2,4.94,03/04/2013,right
SI_328670,Microgale_cowani,18_ConY,2,3.32,08/04/2013,right
SI_328670,Microgale_cowani,19_CorCon,2,3.31,03/04/2013,right
SI_328670,Microgale_cowani,15_ML,3,15.17,03/04/2013,right
SI_328670,Microgale_cowani,16_MTR,3,9.13,03/04/2013,right
SI_328670,Microgale_cowani,17_CorP,3,4.79,03/04/2013,right
SI_328670,Microgale_cowani,18_ConY,3,3.32,08/04/2013,right
SI_328670,Microgale_cowani,19_CorCon,3,3.32,03/04/2013,right
SI_468318,Eremitalpa_granti,15_ML,1,12.19,03/04/2013,right
SI_468318,Eremitalpa_granti,16_MTR,1,6.07,03/04/2013,right
SI_468318,Eremitalpa_granti,17_CorP,1,3.81,03/04/2013,right
SI_468318,Eremitalpa_granti,18_ConY,1,5.63,03/04/2013,right
SI_468318,Eremitalpa_granti,19_CorCon,1,4.2,03/04/2013,right
SI_468318,Eremitalpa_granti,15_ML,2,12.25,03/04/2013,right
SI_468318,Eremitalpa_granti,16_MTR,2,5.93,03/04/2013,right
SI_468318,Eremitalpa_granti,17_CorP,2,3.82,03/04/2013,right
SI_468318,Eremitalpa_granti,18_ConY,2,5.46,03/04/2013,right
SI_468318,Eremitalpa_granti,19_CorCon,2,4.02,03/04/2013,right
SI_468318,Eremitalpa_granti,15_ML,3,12.24,03/04/2013,right
SI_468318,Eremitalpa_granti,16_MTR,3,5.97,03/04/2013,right
SI_468318,Eremitalpa_granti,17_CorP,3,3.92,03/04/2013,right
SI_468318,Eremitalpa_granti,18_ConY,3,5.54,03/04/2013,right
SI_468318,Eremitalpa_granti,19_CorCon,3,4.19,03/04/2013,right
SI_468317,Chrysochloris_asiatica,15_ML,1,13.83,03/04/2013,right
SI_468317,Chrysochloris_asiatica,16_MTR,1,7.6,03/04/2013,right
SI_468317,Chrysochloris_asiatica,17_CorP,1,4.32,03/04/2013,right
SI_468317,Chrysochloris_asiatica,18_ConY,1,6.08,03/04/2013,right
SI_468317,Chrysochloris_asiatica,19_CorCon,1,4.32,03/04/2013,right
SI_468317,Chrysochloris_asiatica,15_ML,2,13.54,03/04/2013,right
SI_468317,Chrysochloris_asiatica,16_MTR,2,7.12,03/04/2013,right
SI_468317,Chrysochloris_asiatica,17_CorP,2,4.32,03/04/2013,right
SI_468317,Chrysochloris_asiatica,18_ConY,2,5.74,03/04/2013,right
SI_468317,Chrysochloris_asiatica,19_CorCon,2,4.31,03/04/2013,right
SI_468317,Chrysochloris_asiatica,15_ML,3,13.86,03/04/2013,right
SI_468317,Chrysochloris_asiatica,16_MTR,3,7.39,03/04/2013,right
SI_468317,Chrysochloris_asiatica,17_CorP,3,4.58,03/04/2013,right
SI_468317,Chrysochloris_asiatica,18_ConY,3,5.68,03/04/2013,right
SI_468317,Chrysochloris_asiatica,19_CorCon,3,4.38,03/04/2013,right
SI_468315,Chrysochloris_asiatica,15_ML,1,13.1,03/04/2013,right
SI_468315,Chrysochloris_asiatica,16_MTR,1,7.02,03/04/2013,right
SI_468315,Chrysochloris_asiatica,17_CorP,1,4.2,03/04/2013,right
SI_468315,Chrysochloris_asiatica,18_ConY,1,5.91,03/04/2013,right
SI_468315,Chrysochloris_asiatica,19_CorCon,1,3.97,03/04/2013,right
SI_468315,Chrysochloris_asiatica,15_ML,2,13,03/04/2013,right
SI_468315,Chrysochloris_asiatica,16_MTR,2,6.61,03/04/2013,right
SI_468315,Chrysochloris_asiatica,17_CorP,2,4.25,03/04/2013,right
SI_468315,Chrysochloris_asiatica,18_ConY,2,5.44,03/04/2013,right
SI_468315,Chrysochloris_asiatica,19_CorCon,2,3.93,03/04/2013,right
SI_468315,Chrysochloris_asiatica,15_ML,3,12.92,03/04/2013,right
SI_468315,Chrysochloris_asiatica,16_MTR,3,6.7,03/04/2013,right
SI_468315,Chrysochloris_asiatica,17_CorP,3,4.27,03/04/2013,right
SI_468315,Chrysochloris_asiatica,18_ConY,3,5.67,03/04/2013,right
SI_468315,Chrysochloris_asiatica,19_CorCon,3,3.78,03/04/2013,right
SI_468316,Chrysochloris_asiatica,15_ML,1,13.1,03/04/2013,right
SI_468316,Chrysochloris_asiatica,16_MTR,1,7.19,03/04/2013,right
SI_468316,Chrysochloris_asiatica,17_CorP,1,4.55,03/04/2013,right
SI_468316,Chrysochloris_asiatica,18_ConY,1,6.38,08/04/2013,right
SI_468316,Chrysochloris_asiatica,19_CorCon,1,4.23,03/04/2013,right
SI_468316,Chrysochloris_asiatica,15_ML,2,13.31,03/04/2013,right
SI_468316,Chrysochloris_asiatica,16_MTR,2,6.94,03/04/2013,right
SI_468316,Chrysochloris_asiatica,17_CorP,2,4.66,03/04/2013,right
SI_468316,Chrysochloris_asiatica,18_ConY,2,6.39,08/04/2013,right
SI_468316,Chrysochloris_asiatica,19_CorCon,2,4.24,03/04/2013,right
SI_468316,Chrysochloris_asiatica,15_ML,3,13.07,03/04/2013,right
SI_468316,Chrysochloris_asiatica,16_MTR,3,6.79,03/04/2013,right
SI_468316,Chrysochloris_asiatica,17_CorP,3,4.51,03/04/2013,right
SI_468316,Chrysochloris_asiatica,18_ConY,3,6.37,08/04/2013,right
SI_468316,Chrysochloris_asiatica,19_CorCon,3,4.13,03/04/2013,right
SI_578772,Microgale_thomasi,15_ML,1,17.99,03/04/2013,right
SI_578772,Microgale_thomasi,16_MTR,1,11.2,03/04/2013,right
SI_578772,Microgale_thomasi,17_CorP,1,5.83,03/04/2013,right
SI_578772,Microgale_thomasi,18_ConY,1,4.04,03/04/2013,right
SI_578772,Microgale_thomasi,19_CorCon,1,4.32,03/04/2013,right
SI_578772,Microgale_thomasi,15_ML,2,17.99,03/04/2013,right
SI_578772,Microgale_thomasi,16_MTR,2,10.77,03/04/2013,right
SI_578772,Microgale_thomasi,17_CorP,2,5.73,03/04/2013,right
SI_578772,Microgale_thomasi,18_ConY,2,4.18,03/04/2013,right
SI_578772,Microgale_thomasi,19_CorCon,2,4.29,03/04/2013,right
SI_578772,Microgale_thomasi,15_ML,3,18.29,03/04/2013,right
SI_578772,Microgale_thomasi,16_MTR,3,11.05,03/04/2013,right
SI_578772,Microgale_thomasi,17_CorP,3,5.73,03/04/2013,right
SI_578772,Microgale_thomasi,18_ConY,3,4.04,03/04/2013,right
SI_578772,Microgale_thomasi,19_CorCon,3,4.29,03/04/2013,right
SI_578773,Microgale_thomasi,15_ML,1,17.79,03/04/2013,left
SI_578773,Microgale_thomasi,16_MTR,1,10.71,03/04/2013,left
SI_578773,Microgale_thomasi,17_CorP,1,6.12,03/04/2013,right
SI_578773,Microgale_thomasi,18_ConY,1,3.92,03/04/2013,right
SI_578773,Microgale_thomasi,19_CorCon,1,4.21,03/04/2013,right
SI_578773,Microgale_thomasi,15_ML,2,17.65,03/04/2013,left
SI_578773,Microgale_thomasi,16_MTR,2,11.06,03/04/2013,left
SI_578773,Microgale_thomasi,17_CorP,2,6.21,03/04/2013,right
SI_578773,Microgale_thomasi,18_ConY,2,4.09,03/04/2013,right
SI_578773,Microgale_thomasi,19_CorCon,2,4.44,03/04/2013,right
SI_578773,Microgale_thomasi,15_ML,3,17.93,03/04/2013,left
SI_578773,Microgale_thomasi,16_MTR,3,10.94,03/04/2013,left
SI_578773,Microgale_thomasi,17_CorP,3,6.25,03/04/2013,right
SI_578773,Microgale_thomasi,18_ConY,3,3.94,03/04/2013,right
SI_578773,Microgale_thomasi,19_CorCon,3,4.3,03/04/2013,right
SI_578774,Microgale_thomasi,15_ML,1,18.08,03/04/2013,right
SI_578774,Microgale_thomasi,16_MTR,1,11.05,03/04/2013,right
SI_578774,Microgale_thomasi,17_CorP,1,5.98,03/04/2013,right
SI_578774,Microgale_thomasi,18_ConY,1,4.12,03/04/2013,right
SI_578774,Microgale_thomasi,19_CorCon,1,4.31,03/04/2013,right
SI_578774,Microgale_thomasi,15_ML,2,17.99,03/04/2013,right
SI_578774,Microgale_thomasi,16_MTR,2,11.1,03/04/2013,right
SI_578774,Microgale_thomasi,17_CorP,2,6.1,03/04/2013,right
SI_578774,Microgale_thomasi,18_ConY,2,4.26,03/04/2013,right
SI_578774,Microgale_thomasi,19_CorCon,2,4.34,03/04/2013,right
SI_578774,Microgale_thomasi,15_ML,3,18,03/04/2013,right
SI_578774,Microgale_thomasi,16_MTR,3,11.09,03/04/2013,right
SI_578774,Microgale_thomasi,17_CorP,3,6.21,03/04/2013,right
SI_578774,Microgale_thomasi,18_ConY,3,4.12,03/04/2013,right
SI_578774,Microgale_thomasi,19_CorCon,3,4.31,03/04/2013,right
SI_578775,Microgale_thomasi,15_ML,1,19.1,03/04/2013,right
SI_578775,Microgale_thomasi,16_MTR,1,11.63,03/04/2013,right
SI_578775,Microgale_thomasi,17_CorP,1,6.08,03/04/2013,right
SI_578775,Microgale_thomasi,18_ConY,1,4.4,03/04/2013,right
SI_578775,Microgale_thomasi,19_CorCon,1,4.32,03/04/2013,right
SI_578775,Microgale_thomasi,15_ML,2,18.93,03/04/2013,right
SI_578775,Microgale_thomasi,16_MTR,2,11.39,03/04/2013,right
SI_578775,Microgale_thomasi,17_CorP,2,6.13,03/04/2013,right
SI_578775,Microgale_thomasi,18_ConY,2,4.17,03/04/2013,right
SI_578775,Microgale_thomasi,19_CorCon,2,4.46,03/04/2013,right
SI_578775,Microgale_thomasi,15_ML,3,18.92,03/04/2013,right
SI_578775,Microgale_thomasi,16_MTR,3,11.49,03/04/2013,right
SI_578775,Microgale_thomasi,17_CorP,3,6.13,03/04/2013,right
SI_578775,Microgale_thomasi,18_ConY,3,4.14,03/04/2013,right
SI_578775,Microgale_thomasi,19_CorCon,3,4.28,03/04/2013,right
SI_578776,Microgale_thomasi,15_ML,1,19.52,03/04/2013,right
SI_578776,Microgale_thomasi,16_MTR,1,12.06,03/04/2013,right
SI_578776,Microgale_thomasi,17_CorP,1,6.25,03/04/2013,right
SI_578776,Microgale_thomasi,18_ConY,1,4,03/04/2013,right
SI_578776,Microgale_thomasi,19_CorCon,1,4.57,03/04/2013,right
SI_578776,Microgale_thomasi,15_ML,2,19.44,03/04/2013,right
SI_578776,Microgale_thomasi,16_MTR,2,11.97,03/04/2013,right
SI_578776,Microgale_thomasi,17_CorP,2,6.22,03/04/2013,right
SI_578776,Microgale_thomasi,18_ConY,2,4.23,03/04/2013,right
SI_578776,Microgale_thomasi,19_CorCon,2,4.49,03/04/2013,right
SI_578776,Microgale_thomasi,15_ML,3,19.46,03/04/2013,right
SI_578776,Microgale_thomasi,16_MTR,3,11.94,03/04/2013,right
SI_578776,Microgale_thomasi,17_CorP,3,6.21,03/04/2013,right
SI_578776,Microgale_thomasi,18_ConY,3,4.06,03/04/2013,right
SI_578776,Microgale_thomasi,19_CorCon,3,4.53,03/04/2013,right
SI_266897,Potamogale_velox,15_ML,1,46.33,05/04/2013,right
SI_266897,Potamogale_velox,16_MTR,1,26.07,05/04/2013,right
SI_266897,Potamogale_velox,17_CorP,1,14.83,05/04/2013,right
SI_266897,Potamogale_velox,18_ConY,1,7.46,05/04/2013,right
SI_266897,Potamogale_velox,19_CorCon,1,14.01,05/04/2013,right
SI_266897,Potamogale_velox,15_ML,2,46.7,05/04/2013,right
SI_266897,Potamogale_velox,16_MTR,2,26.22,05/04/2013,right
SI_266897,Potamogale_velox,17_CorP,2,14.96,05/04/2013,right
SI_266897,Potamogale_velox,18_ConY,2,7.86,05/04/2013,right
SI_266897,Potamogale_velox,19_CorCon,2,14.1,05/04/2013,right
SI_266897,Potamogale_velox,15_ML,3,46.6,05/04/2013,right
SI_266897,Potamogale_velox,16_MTR,3,26.2,05/04/2013,right
SI_266897,Potamogale_velox,17_CorP,3,14.7,05/04/2013,right
SI_266897,Potamogale_velox,18_ConY,3,8.24,05/04/2013,right
SI_266897,Potamogale_velox,19_CorCon,3,14.03,05/04/2013,right
SI_537651,Potamogale_velox,15_ML,1,36.6,05/04/2013,right
SI_537651,Potamogale_velox,16_MTR,1,20.65,05/04/2013,right
SI_537651,Potamogale_velox,17_CorP,1,12.19,05/04/2013,right
SI_537651,Potamogale_velox,18_ConY,1,6.76,05/04/2013,right
SI_537651,Potamogale_velox,19_CorCon,1,9.5,05/04/2013,right
SI_537651,Potamogale_velox,15_ML,2,36.62,05/04/2013,right
SI_537651,Potamogale_velox,16_MTR,2,20.67,05/04/2013,right
SI_537651,Potamogale_velox,17_CorP,2,12.1,05/04/2013,right
SI_537651,Potamogale_velox,18_ConY,2,6.74,05/04/2013,right
SI_537651,Potamogale_velox,19_CorCon,2,9.52,05/04/2013,right
SI_537651,Potamogale_velox,15_ML,3,36.61,05/04/2013,right
SI_537651,Potamogale_velox,16_MTR,3,20.46,05/04/2013,right
SI_537651,Potamogale_velox,17_CorP,3,12.1,05/04/2013,right
SI_537651,Potamogale_velox,18_ConY,3,6.76,05/04/2013,right
SI_537651,Potamogale_velox,19_CorCon,3,9.52,05/04/2013,right
SI_578791,Tenrec_ecaudatus,15_ML,1,64.92,05/04/2013,right
SI_578791,Tenrec_ecaudatus,16_MTR,1,39.44,05/04/2013,right
SI_578791,Tenrec_ecaudatus,17_CorP,1,19.05,05/04/2013,right
SI_578791,Tenrec_ecaudatus,18_ConY,1,9.46,05/04/2013,right
SI_578791,Tenrec_ecaudatus,19_CorCon,1,18.7,05/04/2013,right
SI_578791,Tenrec_ecaudatus,15_ML,2,64.88,05/04/2013,right
SI_578791,Tenrec_ecaudatus,16_MTR,2,39.46,05/04/2013,right
SI_578791,Tenrec_ecaudatus,17_CorP,2,19.04,05/04/2013,right
SI_578791,Tenrec_ecaudatus,18_ConY,2,9.41,05/04/2013,right
SI_578791,Tenrec_ecaudatus,19_CorCon,2,18.5,05/04/2013,right
SI_578791,Tenrec_ecaudatus,15_ML,3,64.83,05/04/2013,right
SI_578791,Tenrec_ecaudatus,16_MTR,3,39.49,05/04/2013,right
SI_578791,Tenrec_ecaudatus,17_CorP,3,19.05,05/04/2013,right
SI_578791,Tenrec_ecaudatus,18_ConY,3,9.46,05/04/2013,right
SI_578791,Tenrec_ecaudatus,19_CorCon,3,18.53,05/04/2013,right
SI_578792,Tenrec_ecaudatus,15_ML,1,64.89,05/04/2013,right
SI_578792,Tenrec_ecaudatus,16_MTR,1,39.93,05/04/2013,right
SI_578792,Tenrec_ecaudatus,17_CorP,1,20.14,05/04/2013,right
SI_578792,Tenrec_ecaudatus,18_ConY,1,10.35,05/04/2013,right
SI_578792,Tenrec_ecaudatus,19_CorCon,1,18.65,05/04/2013,right
SI_578792,Tenrec_ecaudatus,15_ML,2,64.88,05/04/2013,right
SI_578792,Tenrec_ecaudatus,16_MTR,2,39.95,05/04/2013,right
SI_578792,Tenrec_ecaudatus,17_CorP,2,20.14,05/04/2013,right
SI_578792,Tenrec_ecaudatus,18_ConY,2,10.38,05/04/2013,right
SI_578792,Tenrec_ecaudatus,19_CorCon,2,18.68,05/04/2013,right
SI_578792,Tenrec_ecaudatus,15_ML,3,64.89,05/04/2013,right
SI_578792,Tenrec_ecaudatus,16_MTR,3,39.96,05/04/2013,right
SI_578792,Tenrec_ecaudatus,17_CorP,3,20.09,05/04/2013,right
SI_578792,Tenrec_ecaudatus,18_ConY,3,10.41,05/04/2013,right
SI_578792,Tenrec_ecaudatus,19_CorCon,3,18.67,05/04/2013,right
SI_341624,Tenrec_ecaudatus,15_ML,1,51.44,05/04/2013,right
SI_341624,Tenrec_ecaudatus,16_MTR,1,31.48,05/04/2013,right
SI_341624,Tenrec_ecaudatus,17_CorP,1,14.7,05/04/2013,right
SI_341624,Tenrec_ecaudatus,18_ConY,1,7.94,05/04/2013,right
SI_341624,Tenrec_ecaudatus,19_CorCon,1,12.42,05/04/2013,right
SI_341624,Tenrec_ecaudatus,15_ML,2,51.45,05/04/2013,right
SI_341624,Tenrec_ecaudatus,16_MTR,2,31.45,05/04/2013,right
SI_341624,Tenrec_ecaudatus,17_CorP,2,14.67,05/04/2013,right
SI_341624,Tenrec_ecaudatus,18_ConY,2,7.51,05/04/2013,right
SI_341624,Tenrec_ecaudatus,19_CorCon,2,12.24,05/04/2013,right
SI_341624,Tenrec_ecaudatus,15_ML,3,51.46,05/04/2013,right
SI_341624,Tenrec_ecaudatus,16_MTR,3,31.48,05/04/2013,right
SI_341624,Tenrec_ecaudatus,17_CorP,3,14.65,05/04/2013,right
SI_341624,Tenrec_ecaudatus,18_ConY,3,7.82,05/04/2013,right
SI_341624,Tenrec_ecaudatus,19_CorCon,3,12.19,05/04/2013,right
SI_341621,Tenrec_ecaudatus,15_ML,1,53.9,05/04/2013,right
SI_341621,Tenrec_ecaudatus,16_MTR,1,34.04,05/04/2013,right
SI_341621,Tenrec_ecaudatus,17_CorP,1,16.13,05/04/2013,right
SI_341621,Tenrec_ecaudatus,18_ConY,1,8.96,05/04/2013,right
SI_341621,Tenrec_ecaudatus,19_CorCon,1,14.54,05/04/2013,right
SI_341621,Tenrec_ecaudatus,15_ML,2,53.88,05/04/2013,right
SI_341621,Tenrec_ecaudatus,16_MTR,2,33.33,05/04/2013,right
SI_341621,Tenrec_ecaudatus,17_CorP,2,16.1,05/04/2013,right
SI_341621,Tenrec_ecaudatus,18_ConY,2,8.88,05/04/2013,right
SI_341621,Tenrec_ecaudatus,19_CorCon,2,14.55,05/04/2013,right
SI_341621,Tenrec_ecaudatus,15_ML,3,53.88,05/04/2013,right
SI_341621,Tenrec_ecaudatus,16_MTR,3,33.33,05/04/2013,right
SI_341621,Tenrec_ecaudatus,17_CorP,3,16.12,05/04/2013,right
SI_341621,Tenrec_ecaudatus,18_ConY,3,8.91,05/04/2013,right
SI_341621,Tenrec_ecaudatus,19_CorCon,3,14.96,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,15_ML,1,39.04,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,16_MTR,1,21.72,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,17_CorP,1,17.52,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,18_ConY,1,11.81,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,19_CorCon,1,11.33,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,15_ML,2,39.01,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,16_MTR,2,21.9,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,17_CorP,2,17.45,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,18_ConY,2,11.99,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,19_CorCon,2,11.37,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,15_ML,3,39.03,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,16_MTR,3,21.81,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,17_CorP,3,17.48,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,18_ConY,3,12.13,05/04/2013,right
SI_37464,Erinaceus_europaeus_concolor,19_CorCon,3,11.36,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,15_ML,1,44.73,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,16_MTR,1,24.03,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,17_CorP,1,23.52,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,18_ConY,1,14.26,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,19_CorCon,1,14.41,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,15_ML,2,44.74,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,16_MTR,2,24.09,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,17_CorP,2,23.51,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,18_ConY,2,14.07,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,19_CorCon,2,14.3,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,15_ML,3,44.72,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,16_MTR,3,24.26,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,17_CorP,3,23.61,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,18_ConY,3,14.04,05/04/2013,right
SI_369533,Erinaceus_europaeus_concolor,19_CorCon,3,14.28,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,15_ML,1,47.39,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,16_MTR,1,23.97,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,17_CorP,1,21.74,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,18_ConY,1,13.15,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,19_CorCon,1,14.25,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,15_ML,2,47.28,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,16_MTR,2,23.72,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,17_CorP,2,21.56,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,18_ConY,2,13.31,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,19_CorCon,2,13.89,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,15_ML,3,47.28,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,16_MTR,3,24.14,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,17_CorP,3,21.51,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,18_ConY,3,13.46,05/04/2013,right
SI_327190,Erinaceus_europaeus_concolor,19_CorCon,3,13.74,05/04/2013,right
SI_270542,Erinaceus_amurensis,15_ML,1,45.45,05/04/2013,right
SI_270542,Erinaceus_amurensis,16_MTR,1,23.62,05/04/2013,right
SI_270542,Erinaceus_amurensis,17_CorP,1,22.6,05/04/2013,right
SI_270542,Erinaceus_amurensis,18_ConY,1,14.34,05/04/2013,right
SI_270542,Erinaceus_amurensis,19_CorCon,1,14.06,05/04/2013,right
SI_270542,Erinaceus_amurensis,15_ML,2,45.42,05/04/2013,right
SI_270542,Erinaceus_amurensis,16_MTR,2,23.47,05/04/2013,right
SI_270542,Erinaceus_amurensis,17_CorP,2,22.61,05/04/2013,right
SI_270542,Erinaceus_amurensis,18_ConY,2,14.41,05/04/2013,right
SI_270542,Erinaceus_amurensis,19_CorCon,2,14.12,05/04/2013,right
SI_270542,Erinaceus_amurensis,15_ML,3,45.39,05/04/2013,right
SI_270542,Erinaceus_amurensis,16_MTR,3,23.36,05/04/2013,right
SI_270542,Erinaceus_amurensis,17_CorP,3,22.82,05/04/2013,right
SI_270542,Erinaceus_amurensis,18_ConY,3,14.37,05/04/2013,right
SI_270542,Erinaceus_amurensis,19_CorCon,3,14.08,05/04/2013,right
SI_270541,Erinaceus_amurensis,15_ML,1,41.39,05/04/2013,left
SI_270541,Erinaceus_amurensis,16_MTR,1,23.92,05/04/2013,left
SI_270541,Erinaceus_amurensis,17_CorP,1,17.79,05/04/2013,right
SI_270541,Erinaceus_amurensis,18_ConY,1,12.22,05/04/2013,right
SI_270541,Erinaceus_amurensis,19_CorCon,1,11,05/04/2013,right
SI_270541,Erinaceus_amurensis,15_ML,2,41.16,05/04/2013,left
SI_270541,Erinaceus_amurensis,16_MTR,2,21.8,05/04/2013,left
SI_270541,Erinaceus_amurensis,17_CorP,2,17.68,05/04/2013,right
SI_270541,Erinaceus_amurensis,18_ConY,2,12.3,05/04/2013,right
SI_270541,Erinaceus_amurensis,19_CorCon,2,10.98,05/04/2013,right
SI_270541,Erinaceus_amurensis,15_ML,3,41.14,05/04/2013,left
SI_270541,Erinaceus_amurensis,16_MTR,3,23.93,05/04/2013,left
SI_270541,Erinaceus_amurensis,17_CorP,3,17.58,05/04/2013,right
SI_270541,Erinaceus_amurensis,18_ConY,3,12.31,05/04/2013,right
SI_270541,Erinaceus_amurensis,19_CorCon,3,10.88,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,15_ML,1,30,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,16_MTR,1,16,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,17_CorP,1,8.11,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,18_ConY,1,5.59,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,19_CorCon,1,5.61,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,15_ML,2,30.01,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,16_MTR,2,15.98,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,17_CorP,2,8.09,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,18_ConY,2,5.55,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,19_CorCon,2,5.63,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,15_ML,3,30.01,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,16_MTR,3,15.97,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,17_CorP,3,8.01,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,18_ConY,3,5.27,05/04/2013,right
SI_341661,Hemicentetes_semispinosus,19_CorCon,3,5.59,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,15_ML,1,32.15,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,16_MTR,1,16.82,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,17_CorP,1,8.81,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,18_ConY,1,6.22,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,19_CorCon,1,6.06,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,15_ML,2,32.09,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,16_MTR,2,16.7,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,17_CorP,2,8.86,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,18_ConY,2,6.32,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,19_CorCon,2,6.34,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,15_ML,3,32.08,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,16_MTR,3,16.62,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,17_CorP,3,8.57,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,18_ConY,3,6.31,05/04/2013,right
SI_341689,Hemicentetes_semispinosus,19_CorCon,3,6.22,05/04/2013,right
SI_341688,Hemicentetes_semispinosus,15_ML,1,31.95,05/04/2013,right
SI_341688,Hemicentetes_semispinosus,16_MTR,1,16.47,05/04/2013,right
SI_341688,Hemicentetes_semispinosus,17_CorP,1,8.75,05/04/2013,right
SI_341688,Hemicentetes_semispinosus,18_ConY,1,5.94,05/04/2013,right
SI_341688,Hemicentetes_semispinosus,19_CorCon,1,5.88,05/04/2013,right
SI_341688,Hemicentetes_semispinosus,15_ML,2,31.9,05/04/2013,right
SI_341688,Hemicentetes_semispinosus,16_MTR,2,16.27,05/04/2013,right
SI_341688,Hemicentetes_semispinosus,17_CorP,2,8.7,05/04/2013,right
SI_341688,Hemicentetes_semispinosus,18_ConY,2,5.91,05/04/2013,right
SI_341688,Hemicentetes_semispinosus,19_CorCon,2,5.84,05/04/2013,right
